고유번호(관리번호),건물명,허가일자,사용검사일자,주차장명,주차장구분,주차장유형,주차시설형태,소재지도로명주소,소재지지번주소,총 주차구획(면) 수,법정주차구획(면) 수,계획주차구획(면) 수,일반주차구획 수,전용주차구획(장애인) 수,전용주차구획(경차) 수,전용주차구획(여성) 수,전용주차구획(전기차) 수,전용주차구획(나눔카) 수,전용주차구획(기타) 수,전기차충전기 수,방범설비유형,급지구분,부제시행구분,일반인 개방 여부,운영방식,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,소유주체,운영주체,데이터 관리기관명,전화번호,위도,경도,현장 이미지,데이터기준일자
367-3-006527,,,,방현동 58-5번지 주차장,민영,부설,,대전광역시 유성구 자운로 220-1 (방현동),대전광역시 유성구 방현동 58-5,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4050177,127.365068,,2022-10-31
367-3-006528,,,,방현동 68-1번지 주차장,민영,부설,,대전광역시 유성구 자운로 220-1 (방현동),대전광역시 유성구 방현동 68-1,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4062256,127.364974,,2022-10-31
367-3-006529,,,,방현동 80번지 주차장,민영,부설,,대전광역시 유성구 자운로 220-1 (방현동),대전광역시 유성구 방현동 80,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4066812,127.366258,,2022-10-31
367-3-006530,,,,방현동 82번지 주차장,민영,부설,,대전광역시 유성구 자운로 220-1 (방현동),대전광역시 유성구 방현동 82,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4065358,127.366681,,2022-10-31
367-3-006531,,,,방현동 92번지 주차장,민영,부설,,대전광역시 유성구 자운로 220-1 (방현동),대전광역시 유성구 방현동 92,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4076238,127.367444,,2022-10-31
367-3-006532,,,,방현동 95번지 주차장,민영,부설,,대전광역시 유성구 자운로 220-1 (방현동),대전광역시 유성구 방현동 95,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4076313,127.367946,,2022-10-31
367-3-006533,백광빌라,2003-06-17,2004-03-02,백광빌라 주차장,민영,부설,자주식,대전광역시 유성구 왕가봉로 16-19,대전광역시 유성구 노은동 556-6,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3647474,127.316523,,2022-10-31
367-3-006534,백반타임,2011-08-02,2012-04-25,백반타임 주차장,민영,부설,자주식,대전광역시 유성구 상대동로36번길 41 (상대동),대전광역시 유성구 상대동 470-5,4,5,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3472913,127.339746,,2022-10-31
367-3-006535,백석프라자,2016-02-03,2017-02-07,백석프라자 주차장,민영,부설,자주식,대전광역시 유성구 반석로 51,대전광역시 유성구 반석동 308,25,24,,24,1,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3906215,127.308981,,2022-10-31
367-3-006536,백운빌라,2012-05-17,2012-08-28,백운빌라 주차장,민영,부설,자주식,대전광역시 유성구 대학로159번길 13(궁동),대전광역시 유성구 궁동 426-5,3,3,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3613262,127.350971,,2022-10-31
367-3-006537,백제빌,1996-02-17,2010-08-31,백제빌 주차장,민영,부설,자주식,대전광역시 유성구 진잠로70번길 29,대전광역시 유성구 원내동 337-13,0,1,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.2983364,127.317814,,2022-10-31
367-3-006538,백제주택,2001-05-19,2001-10-17,백제주택 주차장,민영,부설,자주식,대전광역시 유성구 왕가봉로 16-8,대전광역시 유성구 노은동 558-1,2,6,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3645329,127.315831,,2022-10-31
367-3-006539,백제하우스,2001-12-15,2002-07-31,백제하우스 주차장,민영,부설,자주식,대전광역시 유성구 문화원로10번길 33 ,대전광역시 유성구 장대동 360-1,3,6,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.360112,127.337607,,2022-10-31
367-3-006540,백조타운,2001-10-20,2003-07-31,백조타운 주차장,민영,부설,자주식,대전광역시 유성구 왕가봉로2번길 19-9,대전광역시 유성구 노은동 559-9,5,5,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3640537,127.31642,,2022-10-31
367-3-006541,백화빌라,2002-07-03,2002-11-20,백화빌라 주차장,민영,부설,자주식,대전광역시 유성구 신성로71번길 23,대전광역시 유성구 신성동 140-6,3,3,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3908019,127.348394,,2022-10-31
367-3-006542,밸리타운 ,2005-10-14,2006-03-30,밸리타운 주차장,민영,부설,자주식,대전광역시 유성구 관평2로 46,대전광역시 유성구 관평동 907,10,10,,10,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4228498,127.388601,,2022-10-31
367-3-006543,버드네빌,2011-11-25,2013-06-12,버드네빌 주차장,민영,부설,자주식,"대전광역시 유성구 상대동로36번길 61-13 (상대동, 버드네빌)",대전광역시 유성구 상대동 470-8,5,5,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3473008,127.339579,,2022-10-31
367-3-006544,베가인프라빌딩,2013-09-11,2015-10-06,베가인프라빌딩 주차장,민영,부설,자주식,대전광역시 유성구 현충원로347번길 77(구암동),대전광역시 유성구 구암동 663-1,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3611152,127.306291,,2022-10-31
367-3-006545,베네베네 대전점,2014-08-25,2016-01-14,베네베네 대전점 주차장,민영,부설,자주식,대전광역시 유성구 상대동로2번길 8 (상대동),대전광역시 유성구 상대동 480-3,5,5,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3432299,127.338737,,2022-10-31
367-3-006546,베네스트 ,2013-04-15,2013-08-21,베네스트 주차장,민영,부설,자주식,대전광역시 유성구 유성대로1679번길 18-7,대전광역시 유성구 전민동 287-6,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4006199,127.396316,,2022-10-31
367-3-006547,베네치아,2010-07-05,2010-11-18,베네치아 주차장,민영,부설,자주식,대전광역시 유성구 대학로155번길 63 ,대전광역시 유성구 궁동 400-8,2,2,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3636256,127.350513,,2022-10-31
367-3-006548,베니르,2017-01-26,2017-06-30,베니르 주차장,민영,부설,자주식,대전광역시 유성구 원신흥남로42번길 39,대전광역시 유성구 원신흥동 550-2,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3358176,127.340365,,2022-10-31
367-3-006549,베르디아망,2002-05-22,2003-10-13,베르디아망 주차장,민영,부설,자주식,대전광역시 유성구 한밭대로 144,대전광역시 유성구 노은동 553-6,49,49,,49,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3663608,127.316407,,2022-10-31
367-3-006550,베르디움,2011-08-19,2014-02-10,베르디움 주차장,민영,부설,자주식,"대전광역시 유성구 도안동로 523 (봉명동, 베르디움)",대전광역시 유성구 봉명동 1021,1677,1278,,1278,39,,360,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3491718,127.347062,,2022-10-31
367-3-006551,베스트빌,2014-02-10,2014-06-26,베스트빌 주차장,민영,부설,자주식,대전광역시 유성구 농대로2번길 29-6(어은동),대전광역시 유성구 어은동 102-10,2,2,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3616831,127.355273,,2022-10-31
367-3-006552,베스트탑빌딩,2002-04-04,2017-04-19,베스트탑빌딩 주차장,민영,부설,자주식,대전광역시 유성구 대학로 84 ,대전광역시 유성구 궁동 482-6,14,14,,14,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3608398,127.344707,,2022-10-31
367-3-006553,벤처빌라,2001-04-26,2005-05-12,벤처빌라 주차장,민영,부설,자주식,대전광역시 유성구 신성남로115번길 29 (신성동),대전광역시 유성구 신성동 126-1,9,9,,9,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3905967,127.3503473,,2022-10-31
367-3-006554,벤처타운,2001-04-24,2005-05-12,벤처타운 주차장,민영,부설,자주식,대전광역시 유성구 신성로84번길 33-16(신성동),대전광역시 유성구 신성동 146-14,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3897921,127.351645,,2022-10-31
367-3-006555,벧엘빌,2017-05-26,2017-11-17,벧엘빌 주차장,민영,부설,자주식,대전광역시 유성구 학하북로 45,대전광역시 유성구 학하동 739-2,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3406449,127.311603,,2022-10-31
367-3-006556,벧엘빌리지,2016-04-01,2016-10-24,벧엘빌리지 주차장,민영,부설,자주식,대전광역시 유성구 진잠로 64-5 (교촌동),대전광역시 유성구 교촌동 632-4,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3031918,127.315151,,2022-10-31
367-3-006557,벧엘주택,2001-11-08,2002-07-30,벧엘주택 주차장,민영,부설,자주식,대전광역시 유성구 진잠로66번길 5,대전광역시 유성구 원내동 340-12,4,4,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.2977795,127.317133,,2022-10-31
367-3-006558,벧엘하우스,2014-10-02,2015-03-19,벧엘하우스 주차장,민영,부설,자주식,대전광역시 유성구 원신흥남로42번길 6-19,대전광역시 유성구 원신흥동 546-8,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3352637,127.338669,,2022-10-31
367-3-006559,벨포스토 2차,2013-06-10,2014-01-09,벨포스토 2차 주차장,민영,부설,자주식,"대전광역시 유성구 온천북로33번길 22-25 (봉명동, 벨포스토2차)",대전광역시 유성구 봉명동 649-9,6,8,,6,,,,,,0,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3577159,127.3485303,,2022-10-31
367-3-006560,벨포스토   ,,,벨포스토 주차장,민영,부설,자주식,대전광역시 유성구 온천북로33번길 21-9 (봉명동),대전광역시 유성구 봉명동 631-3,30,25,,30,,,,,,0,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3576859,127.3463356,,2022-10-31
367-3-006561,벨포스토   ,,,벨포스토 주차장,민영,부설,,대전광역시 유성구 온천북로33번길 22-18 (봉명동),대전광역시 유성구 봉명동 652-5,6,6,,6,,,,,,0,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.357449,127.3480033,,2022-10-31
367-3-006562,벨포스트,2014-03-07,2016-09-20,벨포스트 주차장,민영,부설,자주식,대전광역시 유성구 지족로349번길 48-10(지족동),대전광역시 유성구 지족동 981-8벨 포스토,3,4,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3875099,127.316882,,2022-10-31
367-3-006563,벨포스트,2013-03-25,2014-01-27,벨포스트 주차장,민영,부설,자주식,대전광역시 유성구 지족로349번길 40-11(지족동),대전광역시 유성구 지족동 981-4,1,4,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3874293,127.316693,,2022-10-31
367-3-006564,벨포스트,,2011-10-04,벨포스트 주차장,민영,부설,,대전광역시 유성구 유성대로694번길 6(구암동),대전광역시 유성구 구암동 589-2,16,16,,16,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3549999,127.332025,,2022-10-31
367-3-006565,별빛가득한집,2015-03-25,2015-08-13,별빛가득한집 주차장,민영,부설,자주식,대전광역시 유성구 학하남로99번길 3,대전광역시 유성구 학하동 750-20,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.337057,127.308581,,2022-10-31
367-3-006566,별빛마을,2001-06-12,2002-09-04,별빛마을 주차장,민영,부설,자주식,대전광역시 유성구 유성대로736번길 82 ,대전광역시 유성구 장대동 369-3,5,5,,5,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3585061,127.338235,,2022-10-31
367-3-006567,별찌80,2012-04-12,2012-12-11,별찌80 주차장,민영,부설,자주식,대전광역시 유성구 상대동로2번길 67-10 (상대동),대전광역시 유성구 상대동 476-4,4,6,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3447426,127.339167,,2022-10-31
367-3-006568,보광빌딩,2001-03-07,2001-11-15,보광빌딩 주차장,민영,부설,기계식,대전광역시 유성구 은구비로 8,대전광역시 유성구 지족동 884-3,0,10,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3757519,127.316032,,2022-10-31
367-3-006569,보광빌라,2008-09-30,2009-01-19,보광빌라 주차장,민영,부설,자주식,대전광역시 유성구 반석동로34번길 43,대전광역시 유성구 반석동 644-7,2,3,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3909045,127.314533,,2022-10-31
367-3-006570,보금빌라,1998-01-08,2002-02-05,보금빌라 주차장,민영,부설,자주식,대전광역시 유성구 신성남로 113 (신성동),대전광역시 유성구 신성동 126-12,2,6,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3907902,127.3518015,,2022-10-31
367-3-006571,보금자리,2016-10-24,2017-08-09,보금자리 주차장,민영,부설,자주식,대전광역시 유성구 지족북로66번길 18,대전광역시 유성구 지족동 1094-5,4,4,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3885553,127.306465,,2022-10-31
367-3-006572,보금자리,2013-03-25,2013-10-29,보금자리 주차장,민영,부설,자주식,대전광역시 유성구 상대동로2번길 67-18 (상대동),대전광역시 유성구 상대동 476-6,4,5,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3443914,127.339065,,2022-10-31
367-3-006573,보라빌,2008-10-17,2009-03-30,보라빌 주차장,민영,부설,자주식,대전광역시 유성구 송림로48번길 6-13(하기동),대전광역시 유성구 하기동 528-2보라빌,3,5,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3869269,127.322609,,2022-10-31
367-3-006574,보라주택,2003-12-13,2004-11-08,보라주택 주차장,민영,부설,자주식,대전광역시 유성구 용계로164번길 22 (용계동),대전광역시 유성구 용계동 207-15,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3280946,127.327401,,2022-10-31
367-3-006575,보령빌딩,2002-05-21,2003-01-24,보령빌딩 주차장,민영,부설,자주식,대전광역시 유성구 온천서로 53 ,대전광역시 유성구 장대동 365-4,3,4,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3589629,127.33924,,2022-10-31
367-3-006576,보리네숲 어린이집,2012-09-20,2013-02-06,보리네숲 어린이집 주차장,민영,부설,자주식,대전광역시 유성구 외삼로156번길 37,대전광역시 유성구 외삼동 91-2,1,1,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.4036276,127.315041,,2022-10-31
367-3-006577,보문주식회사,2014-04-18,2014-09-15,보문주식회사 주차장,민영,부설,자주식,대전광역시 유성구 죽동로 81,대전광역시 유성구 죽동 669,6,6,,6,0,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3737765,127.333364,,2022-10-31
367-3-006578,보석빌리지,2017-01-12,2018-04-03,보석빌리지 주차장,민영,부설,자주식,"대전광역시 유성구 진잠로145번길 30 (교촌동, 보석빌2)",대전광역시 유성구 교촌동 623-2,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3050429,127.317184,,2022-10-31
367-3-006579,보석빌리지,2010-09-20,2011-07-14,보석빌리지 주차장,민영,부설,자주식,전광역시 유성구 교촌로6번길 37-12 (교촌동),대전광역시 유성구 교촌동 639-10,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3014734,127.314075,,2022-10-31
367-3-006580,보선사,2004-07-05,2004-12-14,보선사 주차장,민영,부설,자주식,대전광역시 유성구 도안대로549번안길 50 (구암동),대전광역시 유성구 구암동 611-23,4,4,,4,,,,,,0,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3500253,127.3369921,,2022-10-31
367-3-006581,보성촌,2005-05-27,2006-05-23,보성촌 주차장,민영,부설,자주식,대전광역시 유성구 반석로12번길 20,대전광역시 유성구 반석동 628-6,1,3,,1,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3927377,127.313069,,2022-10-31
367-3-006582,보아스,2016-07-04,2017-05-15,보아스 주차장,민영,부설,자주식,대전광역시 유성구 동서대로5번길 31-11(구암동),대전광역시 유성구 구암동 667-4,7,7,,7,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3594739,127.306753,,2022-10-31
367-3-006583,보정빌딩,2003-02-04,2003-11-21,보정빌딩 주차장,민영,부설,자주식,대전광역시 유성구 유성대로 790 ,대전광역시 유성구 장대동 342-3,8,8,,8,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.362402,127.337227,,2022-10-31
367-3-006584,보헤미안,2015-03-11,2015-07-13,보헤미안 주차장,민영,부설,자주식,대전광역시 유성구 전민로34번길 17,대전광역시 유성구 전민동 361-7,2,2,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3972066,127.401115,,2022-10-31
367-3-006585,복단지빌라,2017-04-21,2017-09-21,복단지빌라 주차장,민영,부설,자주식,대전광역시 유성구 원신흥로40번길 36 (원신흥동),대전광역시 유성구 원신흥동 531-8,6,6,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3376162,127.341687,,2022-10-31
367-3-006586,복돼지식당,2013-04-24,2018-03-22,복돼지식당 주차장,민영,부설,자주식,대전광역시 유성구 상대동로36번길 7-15 (상대동),대전광역시 유성구 상대동 471-2,2,4,,2,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.346887,127.339321,,2022-10-31
367-3-006587,복어찬가,2003-07-09,2004-01-19,복어찬가 주차장,민영,부설,자주식,대전광역시 유성구 유성대로 1233,대전광역시 유성구 장동 352-7,0,2,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3977293,127.355392,,2022-10-31
367-3-006588,복올빌라,2014-11-10,2016-10-05,복올빌라 주차장,민영,부설,자주식,대전광역시 유성구 원신흥남로42번길 27-15,대전광역시 유성구 원신흥동 544-3,6,8,,6,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3368198,127.339712,,2022-10-31
367-3-006589,,2002-10-18,2004-04-02,복용동 108-1번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로 116,대전광역시 유성구 복용동 108-1,3,3,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3380111,127.3273604,,2022-10-31
367-3-006590,,2002-10-18,2004-06-25,복용동 108-2번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로 116-1,대전광역시 유성구 복용동 108-2,3,3,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3378765,127.3274618,,2022-10-31
367-3-006591,,2002-10-18,2004-05-19,복용동 108번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로 114,대전광역시 유성구 복용동 108,9,9,,9,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3381543,127.3271809,,2022-10-31
367-3-006592,,,,복용동 110번지 주차장,민영,부설,,대전광역시 유성구 복용동로 100 (복용동),대전광역시 유성구 복용동 110,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3378213,127.326261,,2022-10-31
367-3-006593, ,2003-10-01,2005-02-24,복용동 111-12번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로76번길 59,대전광역시 유성구 복용동 111-12,18,18,,18,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3373548,127.3260405,,2022-10-31
367-3-006594,,2003-10-11,2004-06-29,복용동 111-14번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로76번길 51,대전광역시 유성구 복용동 111-14,3,3,,3,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3370487,127.3261099,,2022-10-31
367-3-006595,,2003-12-19,2004-07-27,복용동 111-16번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로76번길 42,대전광역시 유성구 복용동 111-16,4,4,,4,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3368044,127.3259338,,2022-10-31
367-3-006596,,2003-12-10,2004-08-21,복용동 111-18번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로76번길 58,대전광역시 유성구 복용동 111-18,18,18,,18,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3372694,127.3268878,,2022-10-31
367-3-006597,,2003-10-10,2004-06-08,복용동 111-19번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로76번길 54,대전광역시 유성구 복용동 111-19,18,18,,18,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3371252,127.326889,,2022-10-31
367-3-006598,,,,복용동 111-5번지 주차장,민영,부설,,대전광역시 유성구 복용동로 98 (복용동),대전광역시 유성구 복용동 111-5,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3375433,127.325792,,2022-10-31
367-3-006599,,2003-10-01,2004-08-03,복용동 111-8번지 주차장,민영,부설,자주식,대전광역시 유성구 복용동로76번길 64,대전광역시 유성구 복용동 111-8,18,18,,18,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.337621,127.326907,,2022-10-31
367-3-006600,,,,복용동 112-2번지 주차장,민영,부설,,대전광역시 유성구 복용동로 92 (복용동),대전광역시 유성구 복용동 112-2,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3376717,127.324935,,2022-10-31
367-3-006601,,,,복용동 113번지 주차장,민영,부설,,대전광역시 유성구 복용동로 86 (복용동),대전광역시 유성구 복용동 113,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3374561,127.324711,,2022-10-31
367-3-006602,,,,복용동 114번지 주차장,민영,부설,,대전광역시 유성구 복용동로 82 (복용동),대전광역시 유성구 복용동 114,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3371593,127.324498,,2022-10-31
367-3-006603,,,,복용동 115-2번지 주차장,민영,부설,,대전광역시 유성구 복용동로 85-15 (복용동),대전광역시 유성구 복용동 115-2,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3378089,127.3242,,2022-10-31
367-3-006604,,,,복용동 115-3번지 주차장,민영,부설,,대전광역시 유성구 복용동로 85-13 (복용동),대전광역시 유성구 복용동 115-3,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3376654,127.323955,,2022-10-31
367-3-006605,,,,복용동 115-4번지 주차장,민영,부설,,대전광역시 유성구 복용동로 85-3 (복용동),대전광역시 유성구 복용동 115-4,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.337547,127.324422,,2022-10-31
367-3-006606,,,,복용동 115-5번지 주차장,민영,부설,,대전광역시 유성구 복용동로 83 (복용동),대전광역시 유성구 복용동 115-5,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3373939,127.324355,,2022-10-31
367-3-006607,,,,복용동 115-6번지 주차장,민영,부설,,대전광역시 유성구 복용동로 81 (복용동),대전광역시 유성구 복용동 115-6,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.33725,127.324254,,2022-10-31
367-3-006608,,,,복용동 115-7번지 주차장,민영,부설,,대전광역시 유성구 복용동로79번길 4 (복용동),대전광역시 유성구 복용동 115-7,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3373044,127.324143,,2022-10-31
367-3-006609,,,,복용동 116번지 주차장,민영,부설,,대전광역시 유성구 복용동로79번길 11 (복용동),대전광역시 유성구 복용동 116,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3374043,127.323842,,2022-10-31
367-3-006610,,,,복용동 117번지 주차장,민영,부설,,대전광역시 유성구 복용동로79번길 20 (복용동),대전광역시 유성구 복용동 117,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3378004,127.324,,2022-10-31
367-3-006611,,,,복용동 118번지 주차장,민영,부설,,대전광역시 유성구 복용동로79번길 28 (복용동),대전광역시 유성구 복용동 118,0,,,0,,,,,,,,,,,,,,,,,,,,부분적 유료,,,,,,,,,,,,대전광역시 유성구청,,36.3381164,127.323801,,2022-10-31
