주차장일련번호,주차장명,주차장전화번호,주차장주소,주차장위도,주차장경도,주차장공간,주차장일반공간,주차장장애인공간,주차장전기차공간,주차장구분,주차장유형,주차장요금제유형,주차장급지,주차장기본시간,주차장기본요금,주차장추가시간,주차장추가요금,주차장최대시간,주차장1일최대요금,주차장유료운영시간,주차장무료운영시간,비고,실시간관제여부,파일명,파일원본명,등록수,등록일시,등록아이피,등록아이디,수정일시,수정아이피,수정아이디,삭제일시,삭제아이피,삭제아이디,폐쇄회로그룹
1251,삼남매식당,,광주광역시 북구 동림동 1159-7,35.1883829,126.8684874,6,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1252,카페머물다,,광주광역시 북구 동림동 1160-3,35.187866,126.8684939,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1253,GnB영어수학,,광주광역시 북구 동림동 1160-1,35.187924,126.8681486,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1254,동림떡방앗간,,광주광역시 북구 동림동 1160-2,35.1878951,126.8683211,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1255,동림119안전센터,,광주광역시 북구 동림동 1161-3,35.1864694,126.8702866,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1256,푸른주공4단지,,광주광역시 북구 동림동 1172,35.1704016,126.8586909,1172,1149,23,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1257,운암산코오롱하늘채,,광주광역시 북구 동림동 1181,35.1683184,126.8590404,1202,1178,24,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1258,크린토피아,,광주광역시 북구 동림동 1185,35.1696628,126.8603801,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1259,동림R-1건물,,광주광역시 북구 동림동 1186,35.1698048,126.8603908,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1260,***씨 근생및주택,,광주광역시 북구 동림동 1187,35.1699712,126.8604051,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1261,동림동 삼익아파트,,광주광역시 북구 동림동 1188,35.1699883,126.8605719,1216,1191,25,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1262,갯마을,,광주광역시 북구 동림동 1191,35.1699613,126.8610297,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1263,1194번지건물,,광주광역시 북구 동림동 1194,35.169925,126.8616373,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1264,우담정,,광주광역시 북구 동림동 1195,35.1699154,126.8617978,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1265,1198번지건물,,광주광역시 북구 동림동 1198,35.1698599,126.8622706,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1266,항아리보쌈,,광주광역시 북구 동림동 1199,35.1696915,126.8622621,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1267,콩뿌리,,광주광역시 북구 동림동 1200,35.1695466,126.8622551,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1268,빛고을주차장,,광주광역시 북구 동림동 1201,35.1697079,126.8606712,9,9,0,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,빛고을주차장
1269,벽교리,,광주광역시 북구 동림동 1202,35.1697628,126.8608633,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1270,솥뚜껑삼겹살,,광주광역시 북구 동림동 1204,35.1697442,126.8611736,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1271,동천한우,,광주광역시 북구 동림동 1209,35.1696937,126.8620053,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1272,동림지구 00빌딩 신축공사,,광주광역시 북구 동림동 1212,35.1692899,126.8603466,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1273,동림동 남연건물 신축공사,,광주광역시 북구 동림동 1213,35.1691507,126.8603347,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1274,동림동 근생및다가구주택 신축공사,,광주광역시 북구 동림동 1214,35.1690113,126.8603228,3,3,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1275,용비어천가,,광주광역시 북구 동림동 1215,35.1688388,126.8603105,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1276,진솔모터스,,광주광역시 북구 동림동 1216,35.1688374,126.8604766,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1277,영진빌,,광주광역시 북구 동림동 1217,35.1688614,126.8606418,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1278,아리영국밥,,광주광역시 북구 동림동 1218,35.1688705,126.8608053,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1279,오돌뼈와막창골,,광주광역시 북구 동림동 1219,35.1688919,126.8609679,5,5,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1280,금강,,광주광역시 북구 동림동 1220,35.168914,126.8611359,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1281,아우내순대,,광주광역시 북구 동림동 1222,35.1689412,126.8613424,3,3,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1282,풍경빌,,광주광역시 북구 동림동 1223,35.1689607,126.8614897,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1283,쭌하우스,,광주광역시 북구 동림동 1225,35.1689951,126.8617741,3,3,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1284,숯과닭발,,광주광역시 북구 동림동 1227,35.1690267,126.8620518,2,2,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1285,해남장수촌닭,,광주광역시 북구 동림동 1228,35.1690397,126.8622087,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1286,어썸,,광주광역시 북구 동림동 1229,35.1691817,126.8622336,2,2,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1287,스타노래방,,광주광역시 북구 동림동 1230,35.169317,126.8622403,2,2,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1288,어우동동,,광주광역시 북구 동림동 1232,35.1693998,126.8607555,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1289,네일헤이즈,,광주광역시 북구 동림동 1234,35.1690914,126.8607284,3,3,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1290,흥부놀부전,,광주광역시 북구 동림동 1235,35.1690774,126.860578,2,2,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1291,양가고깃집,,광주광역시 북구 동림동 1237,35.1693917,126.8609958,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1292,안성빌,,광주광역시 북구 동림동 1238,35.1693826,126.8611445,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1293,장미화헤어샵,,광주광역시 북구 동림동 1240,35.1691244,126.861122,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1294,꼬기공장,,광주광역시 북구 동림동 1242,35.1692516,126.8609831,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1295,까페띠에라,,광주광역시 북구 동림동 1243,35.1693506,126.8614035,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1296,양지뜸,,광주광역시 북구 동림동 1245,35.1693467,126.8616837,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1297,청원낚지전문점,,광주광역시 북구 동림동 1247,35.1693411,126.8619889,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1298,충만치킨,,광주광역시 북구 동림동 1248,35.1692258,126.8619804,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1299,스위트빌,,광주광역시 북구 동림동 1250,35.1692026,126.86167,4,4,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1300,동양빌딩,,광주광역시 북구 동림동 1251,35.1691951,126.8615317,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1301,혜천빌딩,,광주광역시 북구 동림동 1254,35.1713834,126.8640641,19,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1302,씨티프라자,,광주광역시 북구 동림동 1255,35.1716841,126.8641082,22,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1303,동림동 1256 제1종근린생활시설,,광주광역시 북구 동림동 1256,35.1716694,126.8643837,6,6,0,0,상가등,근린,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,2022-06-20,211.253.121.34,b***********,,,,
1304,농협,,광주광역시 북구 동림동 1257,35.1716578,126.8646034,14,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1305,메디플러스1상가,,광주광역시 북구 동림동 1259,35.1716352,126.8650278,11,11,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1306,동아빌딩,,광주광역시 북구 동림동 1262,35.1716078,126.8655436,14,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1307,동원빌딩,,광주광역시 북구 동림동 1263,35.1715967,126.8657519,13,13,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1308,영효빌딩,,광주광역시 북구 동림동 1267,35.171492,126.8667169,40,39,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1309,동림동 1268 제1종근린생활시설,,광주광역시 북구 동림동 1268,35.1711896,126.8666958,36,0,0,0,상가등,근린,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,2022-06-20,211.253.121.34,b***********,,,,
1310,동림동 1269 제2종근린생활시설,,광주광역시 북구 동림동 1269,35.1713077,126.8644685,14,0,0,0,상가등,근린,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,2022-06-20,211.253.121.34,b***********,,,,
1311,한송빌딩,,광주광역시 북구 동림동 1270,35.1712944,126.8647176,11,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1312,한빛빌딩,,광주광역시 북구 동림동 1271,35.1712829,126.8649315,8,8,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1313,아이엔디 빌딩,,광주광역시 북구 동림동 1274,35.1712497,126.8655509,11,11,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1314,대화빌딩,,광주광역시 북구 동림동 1277,35.171213,126.8662401,5,5,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1315,동천파출소,,광주광역시 북구 동림동 1279,35.1709628,126.8644186,7,6,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1316,미래타워,,광주광역시 북구 동림동 1287,35.171161,126.8672197,15,14,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1317,베스킨라빈스,,광주광역시 북구 동림동 1288,35.1714638,126.8672414,23,21,2,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1318,동림병원,,광주광역시 북구 동림동 1290,35.1714916,126.8677381,40,38,2,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1319,에스엠빌딩,,광주광역시 북구 동림동 1292,35.1714674,126.8681989,17,16,1,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1320,본죽,,광주광역시 북구 동림동 1293,35.1714552,126.8684294,18,17,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1321,모림빌딩,,광주광역시 북구 동림동 1295,35.1714384,126.8687475,15,14,1,0,상가등,건물부속,유료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1322,창평시장국밥,,광주광역시 북구 동림동 1296,35.1714263,126.8689777,16,15,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1323,덕산빌딩,,광주광역시 북구 동림동 1297,35.1714141,126.8692082,17,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1324,벌크커피,,광주광역시 북구 동림동 1298,35.1714019,126.8694385,12,11,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1325,삼국시대감자탕,,광주광역시 북구 동림동 1299,35.1713895,126.8696744,14,13,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1326,바른카페,,광주광역시 북구 동림동 1300,35.1713387,126.8698971,19,18,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1327,한두레마트,,광주광역시 북구 동림동 1301,35.1710471,126.8698793,2,2,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1328,동림병원주차장,,광주광역시 북구 동림동 1302,35.1711364,126.8676799,34,32,2,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,동림병원주차장
1329,동양빌딩,,광주광역시 북구 동림동 1303,35.1711205,126.8679799,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1330,네일을부탁해,,광주광역시 북구 동림동 1304,35.1711088,126.8681993,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1331,메가커피,,광주광역시 북구 동림동 1305,35.1710972,126.8684184,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1332,은성빌딩,,광주광역시 북구 동림동 1308,35.1710695,126.8689389,7,7,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1333,대웅빌딩,,광주광역시 북구 동림동 1309,35.1710591,126.8691363,6,6,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1334,세명빌딩,,광주광역시 북구 동림동 1311,35.171038,126.8695326,5,5,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1335,광주동림2동우체국,,광주광역시 북구 동림동 1316,35.1706118,126.8698131,12,11,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1336,***건물,,광주광역시 북구 동림동 3390-3,0,0,11,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1337,사회복지법인 광주애육원,,광주광역시 북구 동림동 산 1-1,35.1907999,126.8665575,15,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1338,동림동 주차빌딩,,광주광역시 북구 동림동 산 26-11,0,0,79,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1339,동림동 다세대주택,,광주광역시 북구 동림동 산 48-14,35.1848618,126.8620737,7,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1340,***건축물,,광주광역시 북구 동림동 산 47,35.1852935,126.8609844,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1341,대한주택공사전남지사,,광주광역시 북구 동림동,35.1870424,126.8665517,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,검색불가,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
1342,은하아파트,,광주광역시 북구 우산동 2-1,35.1787799,126.9266142,86,86,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1343,광주병원어린이집,,광주광역시 북구 우산동 3-5,35.1790995,126.9277451,14,14,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1344,편한세상,,광주광역시 북구 우산동 3-33,35.1791787,126.9276472,10,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
1345,천하왕족발,,광주광역시 북구 우산동 4-7,35.177988,126.9278888,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
