주차장일련번호,주차장명,주차장전화번호,주차장주소,주차장위도,주차장경도,주차장공간,주차장일반공간,주차장장애인공간,주차장전기차공간,주차장구분,주차장유형,주차장요금제유형,주차장급지,주차장기본시간,주차장기본요금,주차장추가시간,주차장추가요금,주차장최대시간,주차장1일최대요금,주차장유료운영시간,주차장무료운영시간,비고,실시간관제여부,파일명,파일원본명,등록수,등록일시,등록아이피,등록아이디,수정일시,수정아이피,수정아이디,삭제일시,삭제아이피,삭제아이디,폐쇄회로그룹
357,누리마루,,광주광역시 북구 중흥동 336-4,35.1726325,126.9106441,8,8,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
358,행복하우스,,광주광역시 북구 중흥동 337-1,35.1723421,126.9103588,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
359,미소빌,,광주광역시 북구 중흥동 337-22,35.1723151,126.910474,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
360,샤인빌,,광주광역시 북구 중흥동 337-23,35.1722719,126.9106238,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
361,현대하이빌,,광주광역시 북구 중흥동 337-3,35.1722066,126.910897,11,11,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
362,월가,,광주광역시 북구 중흥동 337-5,35.171992,126.9108474,10,10,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
363,명성빌,,광주광역시 북구 중흥동 337-7,35.172029,126.9107045,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
364,중흥프라임,,광주광역시 북구 중흥동 337-9,35.1721808,126.9103178,10,10,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
365,아름다운집,,광주광역시 북구 중흥동 338-1,35.1719248,126.9102263,8,8,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
366,무등빌,,광주광역시 북구 중흥동 338-17,35.1717484,126.9104618,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
367,황금마을,,광주광역시 북구 중흥동 338-18,35.1717772,126.9103124,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
368,명품하우스,,광주광역시 북구 중흥동 338-2,35.1718132,126.9101724,6,6,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
369,조은빌,,광주광역시 북구 중흥동 338-22,35.1718108,126.9106825,11,11,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
370,해롱해롱,,광주광역시 북구 중흥동 338-27,35.1717501,126.9109089,6,6,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
371,유스테이,,광주광역시 북구 중흥동 338-36,35.1710432,126.9104558,4,4,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
372,그린빌,,광주광역시 북구 중흥동 338-46,35.1709414,126.9106154,8,8,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
373,오손도손,,광주광역시 북구 중흥동 338-8,35.1710856,126.9099086,6,6,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
374,진명하이빌,,광주광역시 북구 중흥동 339-16,35.1717954,126.9093488,8,8,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
375,한울타리,,광주광역시 북구 중흥동 339-18,35.1717155,126.9095068,9,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
376,수아비스,,광주광역시 북구 중흥동 339-22,35.1720827,126.9096535,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
377,가온빌,,광주광역시 북구 중흥동 339-24,35.1717091,126.9096852,7,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
378,마이룸,,광주광역시 북구 중흥동 339-4,35.1720314,126.9098057,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
379,라온빌리지,,광주광역시 북구 중흥동 340-19,35.1699988,126.9100466,10,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
380,영재빌라,,광주광역시 북구 중흥동 340-21,35.1699604,126.9102,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
381,소울하우스,,광주광역시 북구 중흥동 341-10,35.1705113,126.9086747,4,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
382,예가,,광주광역시 북구 중흥동 341-11,35.170555,126.908932,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
383,죽향빌,,광주광역시 북구 중흥동 341-3,35.1704499,126.908861,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
384,중흥하이빌,,광주광역시 북구 중흥동 341-8,35.1702648,126.9087889,7,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
385,평화원룸,,광주광역시 북구 중흥동 342-13,35.170061,126.9089394,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
386,하늘채,,광주광역시 북구 중흥동 342-2,35.1700443,126.9085468,10,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
387,궁전,,광주광역시 북구 중흥동 342-20,35.169702,126.9089637,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
388,고센원룸,,광주광역시 북구 중흥동 342-24,35.1700255,126.9090783,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
389,중흥아트빌,,광주광역시 북구 중흥동 344-10,35.1688972,126.9097698,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
390,스마트,,광주광역시 북구 중흥동 345-12,35.1694725,126.9088518,7,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
391,복빌라,,광주광역시 북구 중흥동 345-13,35.1694357,126.9090054,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
392,스타빌,,광주광역시 북구 중흥동 345-17,35.1693946,126.9082811,7,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
393,학사빌라,,광주광역시 북구 중흥동 346-4,35.1685673,126.908667,1,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,셔터문 안쪽 주차장,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
394,좋은사람들,,광주광역시 북구 중흥동 348-1,35.1681711,126.9087729,6,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
395,한사랑노인복지센터,,광주광역시 북구 중흥동 348-14,35.167971,126.909204,14,12,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
396,드림빌,,광주광역시 북구 중흥동 357-23,35.1718237,126.9113193,7,7,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
397,아르떼빌,,광주광역시 북구 중흥동 357-26,35.1717444,126.9111586,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
398,해담,,광주광역시 북구 중흥동 357-3,35.1716249,126.9111738,10,10,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
399,힐스테이트,,광주광역시 북구 중흥동 357-34,35.1713479,126.9111244,7,7,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
400,하종남카크리닉,,광주광역시 북구 중흥동 357-8,35.1720047,126.9116117,10,10,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
401,현대자동차,,광주광역시 북구 중흥동 358-14,35.1726771,126.9118262,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
402,효죽공영주차장,,광주광역시 북구 중흥동 358-3,35.1728748,126.9116733,201,185,7,2,상가등,건물부속,무료,,0,0,0,0,0,0,,,효죽공영주차장,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,효죽공영주차장
403,효죽공영주차장,,광주광역시 북구 중흥동 358-3,35.1728748,126.9116733,201,185,7,2,상가등,건물부속,무료,,0,0,0,0,0,0,,,효죽공영주차장,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,효죽공영주차장
404,효죽공영주차장,,광주광역시 북구 중흥동 358-7,35.1722449,126.9117581,201,185,7,2,상가등,건물부속,무료,,0,0,0,0,0,0,,,효죽공영주차장,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,효죽공영주차장
405,로얄악기,,광주광역시 북구 중흥동 359,35.1733485,126.9121035,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
406,착한중식당,,광주광역시 북구 중흥동 360-2,35.1738723,126.9134833,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
407,태평양약국,,광주광역시 북구 중흥동 361-1,35.1732905,126.9128164,1,1,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
408,북구평생학습관,,광주광역시 북구 중흥동 361-16,35.1730028,126.9136186,8,8,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
409,송주불냉면,,광주광역시 북구 중흥동 361-34,35.1729687,126.9130113,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
410,작심스터디카페,,광주광역시 북구 중흥동 361-4,35.1733684,126.9130609,6,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,주차선없음,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
411,베스트독서실,,광주광역시 북구 중흥동 361-54,35.1731958,126.9134246,5,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
412,뉴미니하우스(New Mini House),,광주광역시 북구 중흥동 362-11,35.1722801,126.9125868,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
413,프라임공인중개사,,광주광역시 북구 중흥동 362-17,35.1721204,126.912336,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
414,메가박스,,광주광역시 북구 중흥동 362-2,35.1726056,126.9124482,50,45,5,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,169170번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
415,메가박스 주차장,,광주광역시 북구 중흥동 363-1,35.1727252,126.9130479,50,45,5,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,169170번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,메가박스 주차장
416,래미안,,광주광역시 북구 중흥동 365-18,35.1718538,126.9122103,9,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
417,하드리안,,광주광역시 북구 중흥동 365-20,35.171808,126.912451,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
418,빛가람,,광주광역시 북구 중흥동 365-27,35.1716623,126.9123137,6,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
419,세종직업소개소,,광주광역시 북구 중흥동 365-4,35.1715765,126.9120382,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
420,동부교육지원청,,광주광역시 북구 중흥동 367-58,35.1689093,126.9134653,83,76,4,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,178179번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
421,동부교육지원청,,광주광역시 북구 중흥동 367-58,35.1689093,126.9134653,83,76,4,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,178179번 중복,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
422,행복빌,,광주광역시 북구 중흥동 369-12,35.1694,126.9114945,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
423,수성광고기업,,광주광역시 북구 중흥동 369-28,35.1695599,126.911308,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
424,늘푸른요양병원,,광주광역시 북구 중흥동 369-3,35.1694805,126.9111944,30,29,1,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
425,현지사,,광주광역시 북구 중흥동 369-7,35.1698916,126.9115756,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
426,라움빌,,광주광역시 북구 중흥동 369-8,35.1696679,126.9115434,8,8,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
427,명품빌,,광주광역시 북구 중흥동 369-9,35.1695802,126.9114496,8,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
428,룸스톤,,광주광역시 북구 중흥동 370-3,35.1681642,126.9106707,3,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
429,리치빌,,광주광역시 북구 중흥동 371-10,35.1686287,126.9122532,9,9,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
430,월드빌,,광주광역시 북구 중흥동 372-1,35.1681927,126.9112354,2,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,,,,
431,타이어프로,,광주광역시 북구 중흥동 373-30,35.167417,126.9106353,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
432,KCC화이바글라스,,광주광역시 북구 중흥동 373-43,35.1671991,126.9110095,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
433,KCC화이바글라스,,광주광역시 북구 중흥동 373-44,35.1672925,126.9108757,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
434,효동경로당,,광주광역시 북구 중흥동 375-15,35.1674135,126.9125477,0,0,0,0,상가등,건물부속,무료,,0,0,0,0,0,0,,,,N,parkinglot_16559738789401.xlsx,주차장일괄등록양식.xlsx,1,2022-05-27,192.***.***.***,j*******,,,,2025-08-28,211.***.***.***,b***********,
