주차장관리번호,"주차혼잡상태",총주차구획수,총잔여주차구획수,주차예약가능단위구획수
44701-29299-00700-00-1,,211,0,
44703-19299-00700-00-1,,105,0,
44052-29299-00700-00-1,,83,0,
44019-29299-00700-00-1,,73,0,
44026-19299-00700-00-1,,100,0,
44659-29299-02797-00-1,,0,0,
44659-29299-02798-00-1,,0,0,
44659-29299-02799-00-1,,0,0,
44659-29299-02800-00-1,,0,0,
44707-29299-00173-00-1,,447,0,
44638-29299-00173-00-1,,123,0,
44241-19299-00173-00-1,,126,0,
44660-29299-00517-00-1,,519,0,
44702-29299-00173-00-1,,530,0,
44660-29299-00518-00-1,,333,0,
44660-29299-00519-00-1,,1316,0,
44719-19299-00173-00-1,,103,0,
44923-29299-00173-00-1,,231,0,
45006-19299-00173-00-1,,179,0,
45001-19299-00173-00-1,,131,0,
44623-29299-00174-00-1,,248,0,
44713-29299-00173-00-1,,155,0,
44686-29299-00173-00-1,,98,0,
44601-19299-00173-00-1,,145,0,
44701-29299-00173-00-1,,211,0,
44703-19299-00173-00-1,,105,0,
44052-29299-00173-00-1,,83,0,
44019-29299-00173-00-1,,73,0,
44026-19299-00173-00-1,,156,0,
44659-29299-00689-00-1,,775,0,
44659-29299-00690-00-1,,388,0,
44659-29299-00691-00-1,,77,0,
44659-29299-00692-00-1,,257,0,
44707-29299-00174-00-1,,447,0,
44638-29299-00174-00-1,,123,0,
44241-19299-00174-00-1,,126,0,
44660-29299-00520-00-1,,519,0,
44702-29299-00174-00-1,,530,0,
44660-29299-00521-00-1,,333,0,
44660-29299-00522-00-1,,1316,0,
44719-19299-00174-00-1,,103,0,
44923-29299-00174-00-1,,231,0,
45006-19299-00174-00-1,,179,0,
45001-19299-00174-00-1,,131,0,
44623-29299-00175-00-1,,248,0,
44713-29299-00174-00-1,,155,0,
44686-29299-00174-00-1,,98,0,
44601-19299-00174-00-1,,145,0,
44701-29299-00174-00-1,,211,0,
44703-19299-00174-00-1,,105,0,
44052-29299-00174-00-1,,83,0,
44019-29299-00174-00-1,,73,0,
44026-19299-00174-00-1,,156,0,
44659-29299-00693-00-1,,775,0,
44659-29299-00694-00-1,,388,0,
44659-29299-00695-00-1,,77,0,
44659-29299-00696-00-1,,257,0,
44707-29299-00702-00-1,,447,0,
44638-29299-00702-00-1,,125,0,
44241-19299-00702-00-1,,126,0,
44660-29299-02104-00-1,,600,0,
44702-29299-00702-00-1,,532,0,
44660-29299-02105-00-1,,2000,0,
44660-29299-02106-00-1,,0,0,
44719-19299-00702-00-1,,90,0,
44923-29299-00702-00-1,,231,0,
45006-19299-00702-00-1,,179,0,
45001-19299-00702-00-1,,131,0,
44707-29299-00175-00-1,,447,0,
44638-29299-00175-00-1,,123,0,
44241-19299-00175-00-1,,126,0,
44660-29299-00523-00-1,,519,0,
44702-29299-00175-00-1,,530,0,
44660-29299-00524-00-1,,333,0,
44660-29299-00525-00-1,,1316,0,
44719-19299-00175-00-1,,103,0,
44923-29299-00175-00-1,,231,0,
45006-19299-00175-00-1,,179,0,
45001-19299-00175-00-1,,131,0,
44623-29299-00176-00-1,,248,0,
44713-29299-00175-00-1,,155,0,
44686-29299-00175-00-1,,98,0,
44601-19299-00175-00-1,,145,0,
44701-29299-00175-00-1,,211,0,
44703-19299-00175-00-1,,105,0,
44052-29299-00175-00-1,,83,0,
44019-29299-00175-00-1,,73,0,
44026-19299-00175-00-1,,156,0,
44659-29299-00697-00-1,,775,0,
44659-29299-00698-00-1,,388,0,
44659-29299-00699-00-1,,77,0,
44659-29299-00700-00-1,,257,0,
44623-29299-00703-00-1,,248,0,
44713-29299-00702-00-1,,155,0,
44686-29299-00702-00-1,,98,0,
44601-19299-00701-00-1,,145,0,
44701-29299-00701-00-1,,211,0,
44703-19299-00701-00-1,,105,0,
44052-29299-00701-00-1,,83,0,
44019-29299-00701-00-1,,73,0,
44707-29299-00176-00-1,,447,0,
44638-29299-00176-00-1,,123,0,
44241-19299-00176-00-1,,126,0,
44660-29299-00526-00-1,,519,0,
44702-29299-00176-00-1,,530,0,
44660-29299-00527-00-1,,333,0,
44660-29299-00528-00-1,,1316,0,
44719-19299-00176-00-1,,103,0,
44923-29299-00176-00-1,,231,0,
45006-19299-00176-00-1,,179,0,
45001-19299-00176-00-1,,131,0,
44623-29299-00177-00-1,,248,0,
44713-29299-00176-00-1,,155,0,
44686-29299-00176-00-1,,98,0,
44601-19299-00176-00-1,,145,0,
44701-29299-00176-00-1,,211,0,
44703-19299-00176-00-1,,105,0,
44052-29299-00176-00-1,,83,0,
44019-29299-00176-00-1,,73,0,
44026-19299-00176-00-1,,156,0,
44659-29299-00701-00-1,,775,0,
44659-29299-00702-00-1,,388,0,
44659-29299-00703-00-1,,77,0,
44659-29299-00704-00-1,,257,0,
44026-19299-00701-00-1,,100,0,
44659-29299-02801-00-1,,0,0,
44659-29299-02802-00-1,,0,0,
44659-29299-02803-00-1,,0,0,
44659-29299-02804-00-1,,0,0,
44707-29299-00177-00-1,,447,0,
44638-29299-00177-00-1,,123,0,
44241-19299-00177-00-1,,126,0,
44660-29299-00529-00-1,,519,0,
44702-29299-00177-00-1,,530,0,
44660-29299-00530-00-1,,333,0,
44660-29299-00531-00-1,,1316,0,
44719-19299-00177-00-1,,103,0,
44923-29299-00177-00-1,,231,0,
45006-19299-00177-00-1,,179,0,
45001-19299-00177-00-1,,131,0,
44623-29299-00178-00-1,,248,0,
44713-29299-00177-00-1,,155,0,
44686-29299-00177-00-1,,98,0,
44601-19299-00177-00-1,,145,0,
44701-29299-00177-00-1,,211,0,
44703-19299-00177-00-1,,105,0,
44052-29299-00177-00-1,,83,0,
44019-29299-00177-00-1,,73,0,
44026-19299-00177-00-1,,156,0,
44659-29299-00705-00-1,,775,0,
44659-29299-00706-00-1,,388,0,
44659-29299-00707-00-1,,77,0,
44659-29299-00708-00-1,,257,0,
44707-29299-00178-00-1,,447,0,
44638-29299-00178-00-1,,123,0,
44241-19299-00178-00-1,,126,0,
44660-29299-00532-00-1,,519,0,
44702-29299-00178-00-1,,530,0,
44660-29299-00533-00-1,,333,0,
44660-29299-00534-00-1,,1316,0,
44719-19299-00178-00-1,,103,0,
44923-29299-00178-00-1,,231,0,
45006-19299-00178-00-1,,179,0,
45001-19299-00178-00-1,,131,0,
44623-29299-00179-00-1,,248,0,
44713-29299-00178-00-1,,155,0,
44686-29299-00178-00-1,,98,0,
44601-19299-00178-00-1,,145,0,
44701-29299-00178-00-1,,211,0,
44703-19299-00178-00-1,,105,0,
44052-29299-00178-00-1,,83,0,
44019-29299-00178-00-1,,73,0,
44026-19299-00178-00-1,,156,0,
44659-29299-00709-00-1,,775,0,
44659-29299-00710-00-1,,388,0,
44659-29299-00711-00-1,,77,0,
44659-29299-00712-00-1,,257,0,
44660-29299-02127-00-1,,0,0,
44707-29299-00179-00-1,,447,0,
44638-29299-00179-00-1,,123,0,
44241-19299-00179-00-1,,126,0,
44660-29299-00535-00-1,,519,0,
44702-29299-00179-00-1,,530,0,
44660-29299-00536-00-1,,333,0,
44660-29299-00537-00-1,,1316,0,
44719-19299-00179-00-1,,103,0,
44923-29299-00179-00-1,,231,0,
45006-19299-00179-00-1,,179,0,
45001-19299-00179-00-1,,131,0,
44623-29299-00180-00-1,,248,0,
44713-29299-00179-00-1,,155,0,
44686-29299-00179-00-1,,98,0,
44601-19299-00179-00-1,,145,0,
44701-29299-00179-00-1,,211,0,
44703-19299-00179-00-1,,105,0,
44052-29299-00179-00-1,,83,0,
44019-29299-00179-00-1,,73,0,
44026-19299-00179-00-1,,156,0,
44659-29299-00713-00-1,,775,0,
44659-29299-00714-00-1,,388,0,
44659-29299-00715-00-1,,77,0,
44659-29299-00716-00-1,,257,0,
44707-29299-00180-00-1,,447,0,
44638-29299-00180-00-1,,123,0,
44241-19299-00180-00-1,,126,0,
44660-29299-00538-00-1,,519,0,
44702-29299-00180-00-1,,530,0,
44660-29299-00539-00-1,,333,0,
44660-29299-00540-00-1,,1316,0,
44719-19299-00180-00-1,,103,0,
44923-29299-00180-00-1,,231,0,
45006-19299-00180-00-1,,179,0,
45001-19299-00180-00-1,,131,0,
44623-29299-00181-00-1,,248,0,
44713-29299-00180-00-1,,155,0,
44686-29299-00180-00-1,,98,0,
44601-19299-00180-00-1,,145,0,
44701-29299-00180-00-1,,211,0,
44703-19299-00180-00-1,,105,0,
44052-29299-00180-00-1,,83,0,
44019-29299-00180-00-1,,73,0,
44026-19299-00180-00-1,,156,0,
44659-29299-00717-00-1,,775,0,
44659-29299-00718-00-1,,388,0,
44659-29299-00719-00-1,,77,0,
44659-29299-00720-00-1,,257,0,
44707-29299-00181-00-1,,447,0,
44638-29299-00181-00-1,,123,0,
44241-19299-00181-00-1,,126,0,
44660-29299-00541-00-1,,519,0,
44702-29299-00181-00-1,,530,0,
44660-29299-00542-00-1,,333,0,
44660-29299-00543-00-1,,1316,0,
44719-19299-00181-00-1,,103,0,
44923-29299-00181-00-1,,231,0,
45006-19299-00181-00-1,,179,0,
45001-19299-00181-00-1,,131,0,
44623-29299-00182-00-1,,248,0,
44713-29299-00181-00-1,,155,0,
44686-29299-00181-00-1,,98,0,
44601-19299-00181-00-1,,145,0,
44701-29299-00181-00-1,,211,0,
44703-19299-00181-00-1,,105,0,
44052-29299-00181-00-1,,83,0,
44019-29299-00181-00-1,,73,0,
44026-19299-00181-00-1,,156,0,
44659-29299-00721-00-1,,775,0,
44659-29299-00722-00-1,,388,0,
44659-29299-00723-00-1,,77,0,
44659-29299-00724-00-1,,257,0,
44707-29299-00703-00-1,,447,0,
44638-29299-00703-00-1,,125,0,
44241-19299-00703-00-1,,126,0,
44660-29299-02107-00-1,,600,0,
44702-29299-00703-00-1,,532,0,
44660-29299-02108-00-1,,2000,0,
44660-29299-02109-00-1,,0,0,
44719-19299-00703-00-1,,90,0,
44923-29299-00703-00-1,,231,0,
45006-19299-00703-00-1,,179,0,
45001-19299-00703-00-1,,131,0,
44623-29299-00704-00-1,,248,0,
44713-29299-00703-00-1,,155,0,
44686-29299-00703-00-1,,98,0,
44601-19299-00702-00-1,,145,0,
44701-29299-00702-00-1,,211,0,
44703-19299-00702-00-1,,105,0,
44052-29299-00702-00-1,,83,0,
44019-29299-00702-00-1,,73,0,
44026-19299-00702-00-1,,100,0,
44659-29299-02805-00-1,,0,0,
44659-29299-02806-00-1,,0,0,
44659-29299-02807-00-1,,0,0,
44659-29299-02808-00-1,,0,0,
44707-29299-00182-00-1,,447,0,
44638-29299-00182-00-1,,123,0,
44241-19299-00182-00-1,,126,0,
44660-29299-00544-00-1,,519,0,
44702-29299-00182-00-1,,530,0,
44660-29299-00545-00-1,,333,0,
44660-29299-00546-00-1,,1316,0,
44719-19299-00182-00-1,,103,0,
44923-29299-00182-00-1,,231,0,
45006-19299-00182-00-1,,179,0,
45001-19299-00182-00-1,,131,0,
44623-29299-00183-00-1,,248,0,
44713-29299-00182-00-1,,155,0,
44686-29299-00182-00-1,,98,0,
44601-19299-00182-00-1,,145,0,
44701-29299-00182-00-1,,211,0,
44703-19299-00182-00-1,,105,0,
44052-29299-00182-00-1,,83,0,
44019-29299-00182-00-1,,73,0,
44026-19299-00182-00-1,,156,0,
44659-29299-00725-00-1,,775,0,
44659-29299-00726-00-1,,388,0,
44659-29299-00727-00-1,,77,0,
44659-29299-00728-00-1,,257,0,
44719-19299-00709-00-1,,90,0,
44923-29299-00709-00-1,,231,0,
44707-29299-00183-00-1,,447,0,
44638-29299-00183-00-1,,123,0,
44241-19299-00183-00-1,,126,0,
44660-29299-00547-00-1,,519,0,
44702-29299-00183-00-1,,530,0,
44660-29299-00548-00-1,,333,0,
44660-29299-00549-00-1,,1316,0,
44719-19299-00183-00-1,,103,0,
44923-29299-00183-00-1,,231,0,
45006-19299-00183-00-1,,179,0,
45001-19299-00183-00-1,,131,0,
44623-29299-00184-00-1,,248,0,
44713-29299-00183-00-1,,155,0,
44686-29299-00183-00-1,,98,0,
44601-19299-00183-00-1,,145,0,
44701-29299-00183-00-1,,211,0,
44703-19299-00183-00-1,,105,0,
44052-29299-00183-00-1,,83,0,
44019-29299-00183-00-1,,73,0,
44026-19299-00183-00-1,,156,0,
44659-29299-00729-00-1,,775,0,
44659-29299-00730-00-1,,388,0,
44659-29299-00731-00-1,,77,0,
44659-29299-00732-00-1,,257,0,
44707-29299-00184-00-1,,447,0,
44638-29299-00184-00-1,,123,0,
44241-19299-00184-00-1,,126,0,
44660-29299-00550-00-1,,519,0,
44702-29299-00184-00-1,,530,0,
44660-29299-00551-00-1,,333,0,
44660-29299-00552-00-1,,1316,0,
44719-19299-00184-00-1,,103,0,
44923-29299-00184-00-1,,231,0,
45006-19299-00184-00-1,,179,0,
45001-19299-00184-00-1,,131,0,
44623-29299-00185-00-1,,248,0,
44713-29299-00184-00-1,,155,0,
44686-29299-00184-00-1,,98,0,
44601-19299-00184-00-1,,145,0,
44701-29299-00184-00-1,,211,0,
44703-19299-00184-00-1,,105,0,
44052-29299-00184-00-1,,83,0,
44019-29299-00184-00-1,,73,0,
44026-19299-00184-00-1,,156,0,
44659-29299-00733-00-1,,775,0,
44659-29299-00734-00-1,,388,0,
44659-29299-00735-00-1,,77,0,
44659-29299-00736-00-1,,257,0,
44707-29299-00704-00-1,,447,0,
44638-29299-00704-00-1,,125,0,
44241-19299-00704-00-1,,126,0,
44660-29299-02110-00-1,,600,0,
44702-29299-00704-00-1,,532,0,
44660-29299-02111-00-1,,2000,0,
44660-29299-02112-00-1,,0,0,
44719-19299-00704-00-1,,90,0,
44923-29299-00704-00-1,,231,0,
45006-19299-00704-00-1,,179,0,
45001-19299-00704-00-1,,131,0,
44623-29299-00705-00-1,,248,0,
44713-29299-00704-00-1,,155,0,
44686-29299-00704-00-1,,98,0,
44601-19299-00703-00-1,,145,0,
44701-29299-00703-00-1,,211,0,
44703-19299-00703-00-1,,105,0,
44052-29299-00703-00-1,,83,0,
44019-29299-00703-00-1,,73,0,
44026-19299-00703-00-1,,100,0,
44659-29299-02809-00-1,,0,0,
44659-29299-02810-00-1,,0,0,
44659-29299-02811-00-1,,0,0,
44659-29299-02812-00-1,,0,0,
45006-19299-00709-00-1,,179,0,
45001-19299-00709-00-1,,131,0,
44707-29299-00185-00-1,,447,0,
44638-29299-00185-00-1,,123,0,
44241-19299-00185-00-1,,126,0,
44660-29299-00553-00-1,,519,0,
44702-29299-00185-00-1,,530,0,
44660-29299-00554-00-1,,333,0,
44660-29299-00555-00-1,,1316,0,
44719-19299-00185-00-1,,103,0,
44923-29299-00185-00-1,,231,0,
45006-19299-00185-00-1,,179,0,
45001-19299-00185-00-1,,131,0,
44623-29299-00186-00-1,,248,0,
44713-29299-00185-00-1,,155,0,
44686-29299-00185-00-1,,98,0,
44601-19299-00185-00-1,,145,0,
44701-29299-00185-00-1,,211,0,
44703-19299-00185-00-1,,105,0,
44052-29299-00185-00-1,,83,0,
44019-29299-00185-00-1,,73,0,
44026-19299-00185-00-1,,156,0,
44659-29299-00737-00-1,,775,0,
44659-29299-00738-00-1,,388,0,
44659-29299-00739-00-1,,77,0,
44659-29299-00740-00-1,,257,0,
44707-29299-00186-00-1,,447,0,
44638-29299-00186-00-1,,123,0,
44241-19299-00186-00-1,,126,0,
44660-29299-00556-00-1,,519,0,
44702-29299-00186-00-1,,530,0,
44660-29299-00557-00-1,,333,0,
44660-29299-00558-00-1,,1316,0,
44719-19299-00186-00-1,,103,0,
44923-29299-00186-00-1,,231,0,
45006-19299-00186-00-1,,179,0,
45001-19299-00186-00-1,,131,0,
44623-29299-00187-00-1,,248,0,
44713-29299-00186-00-1,,155,0,
44686-29299-00186-00-1,,98,0,
44601-19299-00186-00-1,,145,0,
44701-29299-00186-00-1,,211,0,
44703-19299-00186-00-1,,105,0,
44052-29299-00186-00-1,,83,0,
44019-29299-00186-00-1,,73,0,
44026-19299-00186-00-1,,156,0,
44659-29299-00741-00-1,,775,0,
44659-29299-00742-00-1,,388,0,
44659-29299-00743-00-1,,77,0,
44659-29299-00744-00-1,,257,0,
44707-29299-00705-00-1,,447,0,
44638-29299-00705-00-1,,125,0,
44241-19299-00705-00-1,,126,0,
44660-29299-02113-00-1,,600,0,
44702-29299-00705-00-1,,532,0,
44660-29299-02114-00-1,,2000,0,
44660-29299-02115-00-1,,0,0,
44719-19299-00705-00-1,,90,0,
44923-29299-00705-00-1,,231,0,
45006-19299-00705-00-1,,179,0,
45001-19299-00705-00-1,,131,0,
44623-29299-00706-00-1,,248,0,
44713-29299-00705-00-1,,155,0,
44686-29299-00705-00-1,,98,0,
44601-19299-00704-00-1,,145,0,
44701-29299-00704-00-1,,211,0,
44703-19299-00704-00-1,,105,0,
44052-29299-00704-00-1,,83,0,
44019-29299-00704-00-1,,73,0,
44026-19299-00704-00-1,,100,0,
44659-29299-02813-00-1,,0,0,
44659-29299-02814-00-1,,0,0,
44659-29299-02815-00-1,,0,0,
44659-29299-02816-00-1,,0,0,
44707-29299-00187-00-1,,447,0,
44638-29299-00187-00-1,,123,0,
44241-19299-00187-00-1,,126,0,
44660-29299-00559-00-1,,519,0,
44702-29299-00187-00-1,,530,0,
44660-29299-00560-00-1,,333,0,
44660-29299-00561-00-1,,1316,0,
44719-19299-00187-00-1,,103,0,
44923-29299-00187-00-1,,231,0,
45006-19299-00187-00-1,,179,0,
45001-19299-00187-00-1,,131,0,
44623-29299-00188-00-1,,248,0,
44713-29299-00187-00-1,,155,0,
44686-29299-00187-00-1,,98,0,
44601-19299-00187-00-1,,145,0,
44701-29299-00187-00-1,,211,0,
44703-19299-00187-00-1,,105,0,
44052-29299-00187-00-1,,83,0,
44019-29299-00187-00-1,,73,0,
44026-19299-00187-00-1,,156,0,
44659-29299-00745-00-1,,775,0,
44659-29299-00746-00-1,,388,0,
44659-29299-00747-00-1,,77,0,
44659-29299-00748-00-1,,257,0,
44707-29299-00188-00-1,,447,0,
44638-29299-00188-00-1,,123,0,
44241-19299-00188-00-1,,126,0,
44660-29299-00562-00-1,,519,0,
44702-29299-00188-00-1,,530,0,
44660-29299-00563-00-1,,333,0,
44660-29299-00564-00-1,,1316,0,
44719-19299-00188-00-1,,103,0,
44923-29299-00188-00-1,,231,0,
45006-19299-00188-00-1,,179,0,
45001-19299-00188-00-1,,131,0,
44623-29299-00189-00-1,,248,0,
44713-29299-00188-00-1,,155,0,
44686-29299-00188-00-1,,98,0,
44601-19299-00188-00-1,,145,0,
44701-29299-00188-00-1,,211,0,
44703-19299-00188-00-1,,105,0,
44052-29299-00188-00-1,,83,0,
44019-29299-00188-00-1,,73,0,
44026-19299-00188-00-1,,156,0,
44659-29299-00749-00-1,,775,0,
44659-29299-00750-00-1,,388,0,
44659-29299-00751-00-1,,77,0,
44659-29299-00752-00-1,,257,0,
44623-29299-00710-00-1,,248,0,
44713-29299-00709-00-1,,155,0,
44707-29299-00189-00-1,,447,0,
44638-29299-00189-00-1,,123,0,
44241-19299-00189-00-1,,126,0,
44660-29299-00565-00-1,,519,0,
44702-29299-00189-00-1,,530,0,
44660-29299-00566-00-1,,333,0,
44660-29299-00567-00-1,,1316,0,
44719-19299-00189-00-1,,103,0,
44923-29299-00189-00-1,,231,0,
45006-19299-00189-00-1,,179,0,
45001-19299-00189-00-1,,131,0,
44623-29299-00190-00-1,,248,0,
44713-29299-00189-00-1,,155,0,
44686-29299-00189-00-1,,98,0,
44601-19299-00189-00-1,,145,0,
44701-29299-00189-00-1,,211,0,
44703-19299-00189-00-1,,105,0,
44052-29299-00189-00-1,,83,0,
44019-29299-00189-00-1,,73,0,
44026-19299-00189-00-1,,156,0,
44659-29299-00753-00-1,,775,0,
44659-29299-00754-00-1,,388,0,
44659-29299-00755-00-1,,77,0,
44659-29299-00756-00-1,,257,0,
44686-29299-00709-00-1,,98,0,
44707-29299-00190-00-1,,447,0,
44638-29299-00190-00-1,,123,0,
44241-19299-00190-00-1,,126,0,
44660-29299-00568-00-1,,519,0,
44702-29299-00190-00-1,,530,0,
44660-29299-00569-00-1,,333,0,
44660-29299-00570-00-1,,1316,0,
44719-19299-00190-00-1,,103,0,
44923-29299-00190-00-1,,231,0,
45006-19299-00190-00-1,,179,0,
45001-19299-00190-00-1,,131,0,
44623-29299-00191-00-1,,248,0,
44713-29299-00190-00-1,,155,0,
44686-29299-00190-00-1,,98,0,
44601-19299-00190-00-1,,145,0,
44701-29299-00190-00-1,,211,0,
44703-19299-00190-00-1,,105,0,
44052-29299-00190-00-1,,83,0,
44019-29299-00190-00-1,,73,0,
44026-19299-00190-00-1,,156,0,
44659-29299-00757-00-1,,775,0,
44659-29299-00758-00-1,,388,0,
44659-29299-00759-00-1,,77,0,
44659-29299-00760-00-1,,257,0,
44707-29299-00191-00-1,,447,0,
44638-29299-00191-00-1,,123,0,
44241-19299-00191-00-1,,126,0,
44660-29299-00571-00-1,,519,0,
44702-29299-00191-00-1,,530,0,
44660-29299-00572-00-1,,333,0,
44660-29299-00573-00-1,,1316,0,
44719-19299-00191-00-1,,103,0,
44923-29299-00191-00-1,,231,0,
45006-19299-00191-00-1,,179,0,
45001-19299-00191-00-1,,131,0,
44623-29299-00192-00-1,,248,0,
44713-29299-00191-00-1,,155,0,
44686-29299-00191-00-1,,98,0,
44601-19299-00191-00-1,,145,0,
44701-29299-00191-00-1,,211,0,
44703-19299-00191-00-1,,105,0,
44052-29299-00191-00-1,,83,0,
44019-29299-00191-00-1,,73,0,
44026-19299-00191-00-1,,156,0,
44659-29299-00761-00-1,,775,0,
44659-29299-00762-00-1,,388,0,
44659-29299-00763-00-1,,77,0,
44659-29299-00764-00-1,,257,0,
44707-29299-00706-00-1,,447,0,
44638-29299-00706-00-1,,125,0,
44241-19299-00706-00-1,,126,0,
44660-29299-02116-00-1,,600,0,
44702-29299-00706-00-1,,532,0,
44660-29299-02117-00-1,,2000,0,
44660-29299-02118-00-1,,0,0,
44719-19299-00706-00-1,,90,0,
44923-29299-00706-00-1,,231,0,
45006-19299-00706-00-1,,179,0,
45001-19299-00706-00-1,,131,0,
44623-29299-00707-00-1,,248,0,
44713-29299-00706-00-1,,155,0,
44686-29299-00706-00-1,,98,0,
44601-19299-00705-00-1,,145,0,
44701-29299-00705-00-1,,211,0,
44703-19299-00705-00-1,,105,0,
44052-29299-00705-00-1,,83,0,
44019-29299-00705-00-1,,73,0,
44026-19299-00705-00-1,,100,0,
44659-29299-02817-00-1,,0,0,
44659-29299-02818-00-1,,0,0,
44659-29299-02819-00-1,,0,0,
44659-29299-02820-00-1,,0,0,
44707-29299-00192-00-1,,447,0,
44638-29299-00192-00-1,,123,0,
44241-19299-00192-00-1,,126,0,
44660-29299-00574-00-1,,519,0,
44702-29299-00192-00-1,,530,0,
44660-29299-00575-00-1,,333,0,
44660-29299-00576-00-1,,1316,0,
44719-19299-00192-00-1,,103,0,
44923-29299-00192-00-1,,231,0,
45006-19299-00192-00-1,,179,0,
45001-19299-00192-00-1,,131,0,
44623-29299-00193-00-1,,248,0,
44713-29299-00192-00-1,,155,0,
44686-29299-00192-00-1,,98,0,
44601-19299-00192-00-1,,145,0,
44701-29299-00192-00-1,,211,0,
44703-19299-00192-00-1,,105,0,
44052-29299-00192-00-1,,83,0,
44019-29299-00192-00-1,,73,0,
44026-19299-00192-00-1,,156,0,
44659-29299-00765-00-1,,775,0,
44659-29299-00766-00-1,,388,0,
44659-29299-00767-00-1,,77,0,
44659-29299-00768-00-1,,257,0,
44601-19299-00708-00-1,,145,0,
44707-29299-00193-00-1,,447,0,
44638-29299-00193-00-1,,123,0,
44241-19299-00193-00-1,,126,0,
44660-29299-00577-00-1,,519,0,
44702-29299-00193-00-1,,530,0,
44660-29299-00578-00-1,,333,0,
44660-29299-00579-00-1,,1316,0,
44719-19299-00193-00-1,,103,0,
44923-29299-00193-00-1,,231,0,
45006-19299-00193-00-1,,179,0,
45001-19299-00193-00-1,,131,0,
44623-29299-00194-00-1,,248,0,
44713-29299-00193-00-1,,155,0,
44686-29299-00193-00-1,,98,0,
44601-19299-00193-00-1,,145,0,
44701-29299-00193-00-1,,211,0,
44703-19299-00193-00-1,,105,0,
44052-29299-00193-00-1,,83,0,
44019-29299-00193-00-1,,73,0,
44026-19299-00193-00-1,,156,0,
44659-29299-00769-00-1,,775,0,
44659-29299-00770-00-1,,388,0,
44659-29299-00771-00-1,,77,0,
44659-29299-00772-00-1,,257,0,
44701-29299-00708-00-1,,211,0,
44703-19299-00708-00-1,,105,0,
44052-29299-00708-00-1,,83,0,
44019-29299-00708-00-1,,73,0,
44026-19299-00708-00-1,,100,0,
44659-29299-02829-00-1,,0,0,
44659-29299-02830-00-1,,0,0,
44707-29299-00194-00-1,,447,0,
44638-29299-00194-00-1,,123,0,
44241-19299-00194-00-1,,126,0,
44660-29299-00580-00-1,,519,0,
44702-29299-00194-00-1,,530,0,
44660-29299-00581-00-1,,333,0,
44660-29299-00582-00-1,,1316,0,
44719-19299-00194-00-1,,103,0,
44923-29299-00194-00-1,,231,0,
45006-19299-00194-00-1,,179,0,
45001-19299-00194-00-1,,131,0,
44623-29299-00195-00-1,,248,0,
44713-29299-00194-00-1,,155,0,
44686-29299-00194-00-1,,98,0,
44601-19299-00194-00-1,,145,0,
44701-29299-00194-00-1,,211,0,
44703-19299-00194-00-1,,105,0,
44052-29299-00194-00-1,,83,0,
44019-29299-00194-00-1,,73,0,
44026-19299-00194-00-1,,156,0,
44659-29299-00773-00-1,,775,0,
44659-29299-00774-00-1,,388,0,
44659-29299-00775-00-1,,77,0,
44659-29299-00776-00-1,,257,0,
44707-29299-00707-00-1,,447,0,
44638-29299-00707-00-1,,125,0,
44241-19299-00707-00-1,,126,0,
44660-29299-02119-00-1,,600,0,
44702-29299-00707-00-1,,532,0,
44660-29299-02120-00-1,,2000,0,
44660-29299-02121-00-1,,0,0,
44719-19299-00707-00-1,,90,0,
44707-29299-00195-00-1,,447,0,
44638-29299-00195-00-1,,123,0,
44241-19299-00195-00-1,,126,0,
44660-29299-00583-00-1,,519,0,
44702-29299-00195-00-1,,530,0,
44660-29299-00584-00-1,,333,0,
44660-29299-00585-00-1,,1316,0,
44719-19299-00195-00-1,,103,0,
44923-29299-00195-00-1,,231,0,
45006-19299-00195-00-1,,179,0,
45001-19299-00195-00-1,,131,0,
44623-29299-00196-00-1,,248,0,
44713-29299-00195-00-1,,155,0,
44686-29299-00195-00-1,,98,0,
44601-19299-00195-00-1,,145,0,
44701-29299-00195-00-1,,211,0,
44703-19299-00195-00-1,,105,0,
44052-29299-00195-00-1,,83,0,
44019-29299-00195-00-1,,73,0,
44026-19299-00195-00-1,,156,0,
44659-29299-00777-00-1,,775,0,
44659-29299-00778-00-1,,388,0,
44659-29299-00779-00-1,,77,0,
44659-29299-00780-00-1,,257,0,
44923-29299-00707-00-1,,231,0,
45006-19299-00707-00-1,,179,0,
45001-19299-00707-00-1,,131,0,
44623-29299-00708-00-1,,248,0,
44713-29299-00707-00-1,,155,0,
44686-29299-00707-00-1,,98,0,
44601-19299-00706-00-1,,145,0,
44701-29299-00706-00-1,,211,0,
44703-19299-00706-00-1,,105,0,
44052-29299-00706-00-1,,83,0,
44019-29299-00706-00-1,,73,0,
44026-19299-00706-00-1,,100,0,
44659-29299-02821-00-1,,0,0,
44659-29299-02822-00-1,,0,0,
44659-29299-02823-00-1,,0,0,
44659-29299-02824-00-1,,0,0,
44659-29299-02831-00-1,,0,0,
44659-29299-02832-00-1,,0,0,
44707-29299-00196-00-1,,447,0,
44638-29299-00196-00-1,,123,0,
44241-19299-00196-00-1,,126,0,
44660-29299-00586-00-1,,519,0,
44702-29299-00196-00-1,,530,0,
44660-29299-00587-00-1,,333,0,
44660-29299-00588-00-1,,1316,0,
