주차장관리번호,"주차혼잡상태",총주차구획수,총잔여주차구획수,주차예약가능단위구획수
44686-29299-01254-00-1,,98,0,
44601-19299-01253-00-1,,145,0,
44701-29299-01253-00-1,,211,0,
44703-19299-01253-00-1,,105,0,
44052-29299-01253-00-1,,83,0,
44019-29299-01253-00-1,,73,0,
44026-19299-01253-00-1,,100,0,
44659-29299-05005-00-1,,0,0,
44659-29299-05006-00-1,,0,0,
44659-29299-05007-00-1,,0,0,
44659-29299-05008-00-1,,0,0,
44707-29299-01256-00-1,,447,0,
44638-29299-01256-00-1,,125,0,
44241-19299-01256-00-1,,126,0,
44660-29299-03766-00-1,,0,0,
44702-29299-01256-00-1,,0,0,
44660-29299-03767-00-1,,0,0,
44660-29299-03768-00-1,,0,0,
44719-19299-01256-00-1,,0,0,
44923-29299-01256-00-1,,231,0,
45006-19299-01255-00-1,,179,0,
45001-19299-01255-00-1,,131,0,
44623-29299-01256-00-1,,248,0,
44713-29299-01255-00-1,,155,0,
44686-29299-01255-00-1,,98,0,
44601-19299-01254-00-1,,145,0,
44701-29299-01254-00-1,,211,0,
44703-19299-01254-00-1,,105,0,
44052-29299-01254-00-1,,83,0,
44019-29299-01254-00-1,,73,0,
44707-29299-01257-00-1,,447,0,
44638-29299-01257-00-1,,125,0,
44241-19299-01257-00-1,,126,0,
44660-29299-03769-00-1,,0,0,
44702-29299-01257-00-1,,0,0,
44660-29299-03770-00-1,,0,0,
44660-29299-03771-00-1,,0,0,
44719-19299-01257-00-1,,0,0,
44923-29299-01257-00-1,,231,0,
45006-19299-01256-00-1,,179,0,
45001-19299-01256-00-1,,131,0,
44623-29299-01257-00-1,,248,0,
44713-29299-01256-00-1,,155,0,
44686-29299-01256-00-1,,98,0,
44601-19299-01255-00-1,,145,0,
44701-29299-01255-00-1,,211,0,
44703-19299-01255-00-1,,105,0,
44052-29299-01255-00-1,,83,0,
44019-29299-01255-00-1,,73,0,
44026-19299-01254-00-1,,100,0,
44659-29299-05009-00-1,,0,0,
44659-29299-05010-00-1,,0,0,
44659-29299-05011-00-1,,0,0,
44659-29299-05012-00-1,,0,0,
44707-29299-01258-00-1,,447,0,
44638-29299-01258-00-1,,125,0,
44241-19299-01258-00-1,,126,0,
44660-29299-03772-00-1,,0,0,
44702-29299-01258-00-1,,0,0,
44660-29299-03773-00-1,,0,0,
44660-29299-03774-00-1,,0,0,
44719-19299-01258-00-1,,0,0,
44923-29299-01258-00-1,,231,0,
45006-19299-01257-00-1,,179,0,
45001-19299-01257-00-1,,131,0,
44623-29299-01258-00-1,,248,0,
44713-29299-01257-00-1,,155,0,
44686-29299-01257-00-1,,98,0,
44601-19299-01256-00-1,,145,0,
44701-29299-01256-00-1,,211,0,
44703-19299-01256-00-1,,105,0,
44052-29299-01256-00-1,,83,0,
44019-29299-01256-00-1,,73,0,
44026-19299-01255-00-1,,100,0,
44659-29299-05013-00-1,,0,0,
44659-29299-05014-00-1,,0,0,
44659-29299-05015-00-1,,0,0,
44659-29299-05016-00-1,,0,0,
44707-29299-01259-00-1,,447,0,
44638-29299-01259-00-1,,125,0,
44241-19299-01259-00-1,,126,0,
44660-29299-03775-00-1,,0,0,
44702-29299-01259-00-1,,0,0,
44660-29299-03776-00-1,,0,0,
44660-29299-03777-00-1,,0,0,
44719-19299-01259-00-1,,0,0,
44923-29299-01259-00-1,,231,0,
45006-19299-01258-00-1,,179,0,
45001-19299-01258-00-1,,131,0,
44623-29299-01259-00-1,,248,0,
44713-29299-01258-00-1,,155,0,
44686-29299-01258-00-1,,98,0,
44601-19299-01257-00-1,,145,0,
44701-29299-01257-00-1,,211,0,
44703-19299-01257-00-1,,105,0,
44052-29299-01257-00-1,,83,0,
44019-29299-01257-00-1,,73,0,
44026-19299-01256-00-1,,100,0,
44659-29299-05017-00-1,,0,0,
44659-29299-05018-00-1,,0,0,
44659-29299-05019-00-1,,0,0,
44659-29299-05020-00-1,,0,0,
44707-29299-01260-00-1,,447,0,
44638-29299-01260-00-1,,125,0,
44241-19299-01260-00-1,,126,0,
44660-29299-03778-00-1,,0,0,
44702-29299-01260-00-1,,0,0,
44660-29299-03779-00-1,,0,0,
44660-29299-03780-00-1,,0,0,
44719-19299-01260-00-1,,0,0,
44923-29299-01260-00-1,,231,0,
45006-19299-01259-00-1,,179,0,
45001-19299-01259-00-1,,131,0,
44623-29299-01260-00-1,,248,0,
44713-29299-01259-00-1,,155,0,
44686-29299-01259-00-1,,98,0,
44601-19299-01258-00-1,,145,0,
44701-29299-01258-00-1,,211,0,
44703-19299-01258-00-1,,105,0,
44052-29299-01258-00-1,,83,0,
44019-29299-01258-00-1,,73,0,
44026-19299-01257-00-1,,100,0,
44659-29299-05021-00-1,,0,0,
44659-29299-05022-00-1,,0,0,
44659-29299-05023-00-1,,0,0,
44659-29299-05024-00-1,,0,0,
44707-29299-01261-00-1,,447,0,
44638-29299-01261-00-1,,125,0,
44241-19299-01261-00-1,,126,0,
44660-29299-03781-00-1,,0,0,
44702-29299-01261-00-1,,0,0,
44660-29299-03782-00-1,,0,0,
44660-29299-03783-00-1,,0,0,
44719-19299-01261-00-1,,0,0,
44923-29299-01261-00-1,,231,0,
45006-19299-01260-00-1,,179,0,
45001-19299-01260-00-1,,131,0,
44623-29299-01261-00-1,,248,0,
44713-29299-01260-00-1,,155,0,
44686-29299-01260-00-1,,98,0,
44601-19299-01259-00-1,,145,0,
44701-29299-01259-00-1,,211,0,
44703-19299-01259-00-1,,105,0,
44052-29299-01259-00-1,,83,0,
44019-29299-01259-00-1,,73,0,
44026-19299-01258-00-1,,100,0,
44659-29299-05025-00-1,,0,0,
44659-29299-05026-00-1,,0,0,
44659-29299-05027-00-1,,0,0,
44659-29299-05028-00-1,,0,0,
44707-29299-01262-00-1,,447,0,
44638-29299-01262-00-1,,125,0,
44241-19299-01262-00-1,,126,0,
44660-29299-03784-00-1,,0,0,
44702-29299-01262-00-1,,0,0,
44660-29299-03785-00-1,,0,0,
44660-29299-03786-00-1,,0,0,
44719-19299-01262-00-1,,0,0,
44923-29299-01262-00-1,,231,0,
45006-19299-01261-00-1,,179,0,
45001-19299-01261-00-1,,131,0,
44623-29299-01262-00-1,,248,0,
44713-29299-01261-00-1,,155,0,
44686-29299-01261-00-1,,98,0,
44601-19299-01260-00-1,,145,0,
44701-29299-01260-00-1,,211,0,
44703-19299-01260-00-1,,105,0,
44052-29299-01260-00-1,,83,0,
44019-29299-01260-00-1,,73,0,
44026-19299-01259-00-1,,100,0,
44659-29299-05029-00-1,,0,0,
44659-29299-05030-00-1,,0,0,
44659-29299-05031-00-1,,0,0,
44659-29299-05032-00-1,,0,0,
44707-29299-01263-00-1,,447,0,
44638-29299-01263-00-1,,125,0,
44241-19299-01263-00-1,,126,0,
44660-29299-03787-00-1,,0,0,
44702-29299-01263-00-1,,0,0,
44660-29299-03788-00-1,,0,0,
44660-29299-03789-00-1,,0,0,
44719-19299-01263-00-1,,0,0,
44923-29299-01263-00-1,,231,0,
45006-19299-01262-00-1,,179,0,
45001-19299-01262-00-1,,131,0,
44623-29299-01263-00-1,,248,0,
44713-29299-01262-00-1,,155,0,
44686-29299-01262-00-1,,98,0,
44601-19299-01261-00-1,,145,0,
44701-29299-01261-00-1,,211,0,
44703-19299-01261-00-1,,105,0,
44052-29299-01261-00-1,,83,0,
44019-29299-01261-00-1,,73,0,
44026-19299-01260-00-1,,100,0,
44659-29299-05033-00-1,,0,0,
44659-29299-05034-00-1,,0,0,
44659-29299-05035-00-1,,0,0,
44659-29299-05036-00-1,,0,0,
44707-29299-01264-00-1,,447,0,
44638-29299-01264-00-1,,125,0,
44241-19299-01264-00-1,,126,0,
44660-29299-03790-00-1,,0,0,
44702-29299-01264-00-1,,0,0,
44660-29299-03791-00-1,,0,0,
44660-29299-03792-00-1,,0,0,
44719-19299-01264-00-1,,0,0,
44923-29299-01264-00-1,,231,0,
45006-19299-01263-00-1,,179,0,
45001-19299-01263-00-1,,131,0,
44623-29299-01264-00-1,,248,0,
44713-29299-01263-00-1,,155,0,
44686-29299-01263-00-1,,98,0,
44601-19299-01262-00-1,,145,0,
44701-29299-01262-00-1,,211,0,
44703-19299-01262-00-1,,105,0,
44052-29299-01262-00-1,,83,0,
44019-29299-01262-00-1,,73,0,
44026-19299-01261-00-1,,100,0,
44659-29299-05037-00-1,,0,0,
44659-29299-05038-00-1,,0,0,
44659-29299-05039-00-1,,0,0,
44659-29299-05040-00-1,,0,0,
44707-29299-01265-00-1,,447,0,
44638-29299-01265-00-1,,125,0,
44241-19299-01265-00-1,,126,0,
44660-29299-03793-00-1,,0,0,
44702-29299-01265-00-1,,0,0,
44660-29299-03794-00-1,,0,0,
44660-29299-03795-00-1,,0,0,
44719-19299-01265-00-1,,0,0,
44923-29299-01265-00-1,,231,0,
45006-19299-01264-00-1,,179,0,
45001-19299-01264-00-1,,131,0,
44623-29299-01265-00-1,,248,0,
44713-29299-01264-00-1,,155,0,
44686-29299-01264-00-1,,98,0,
44601-19299-01263-00-1,,145,0,
44701-29299-01263-00-1,,211,0,
44703-19299-01263-00-1,,105,0,
44052-29299-01263-00-1,,83,0,
44019-29299-01263-00-1,,73,0,
44026-19299-01262-00-1,,100,0,
44659-29299-05041-00-1,,0,0,
44659-29299-05042-00-1,,0,0,
44659-29299-05043-00-1,,0,0,
44659-29299-05044-00-1,,0,0,
44707-29299-01266-00-1,,447,0,
44638-29299-01266-00-1,,125,0,
44241-19299-01266-00-1,,126,0,
44660-29299-03796-00-1,,0,0,
44702-29299-01266-00-1,,0,0,
44660-29299-03797-00-1,,0,0,
44660-29299-03798-00-1,,0,0,
44719-19299-01266-00-1,,0,0,
44923-29299-01266-00-1,,231,0,
45006-19299-01265-00-1,,179,0,
45001-19299-01265-00-1,,131,0,
44623-29299-01266-00-1,,248,0,
44713-29299-01265-00-1,,155,0,
44686-29299-01265-00-1,,98,0,
44601-19299-01264-00-1,,145,0,
44701-29299-01264-00-1,,211,0,
44703-19299-01264-00-1,,105,0,
44052-29299-01264-00-1,,83,0,
44019-29299-01264-00-1,,73,0,
44026-19299-01263-00-1,,100,0,
44659-29299-05045-00-1,,0,0,
44659-29299-05046-00-1,,0,0,
44659-29299-05047-00-1,,0,0,
44659-29299-05048-00-1,,0,0,
44707-29299-01267-00-1,,447,0,
44638-29299-01267-00-1,,125,0,
44241-19299-01267-00-1,,126,0,
44660-29299-03799-00-1,,0,0,
44702-29299-01267-00-1,,0,0,
44660-29299-03800-00-1,,0,0,
44660-29299-03801-00-1,,0,0,
44719-19299-01267-00-1,,0,0,
44923-29299-01267-00-1,,231,0,
45006-19299-01266-00-1,,179,0,
45001-19299-01266-00-1,,131,0,
44623-29299-01267-00-1,,248,0,
44713-29299-01266-00-1,,155,0,
44686-29299-01266-00-1,,98,0,
44601-19299-01265-00-1,,145,0,
44701-29299-01265-00-1,,211,0,
44703-19299-01265-00-1,,105,0,
44052-29299-01265-00-1,,83,0,
44019-29299-01265-00-1,,73,0,
44026-19299-01264-00-1,,100,0,
44659-29299-05049-00-1,,0,0,
44659-29299-05050-00-1,,0,0,
44659-29299-05051-00-1,,0,0,
44659-29299-05052-00-1,,0,0,
44707-29299-01268-00-1,,447,0,
44638-29299-01268-00-1,,125,0,
44241-19299-01268-00-1,,126,0,
44660-29299-03802-00-1,,0,0,
44702-29299-01268-00-1,,0,0,
44660-29299-03803-00-1,,0,0,
44660-29299-03804-00-1,,0,0,
44719-19299-01268-00-1,,0,0,
44923-29299-01268-00-1,,231,0,
45006-19299-01267-00-1,,179,0,
45001-19299-01267-00-1,,131,0,
44623-29299-01268-00-1,,248,0,
44713-29299-01267-00-1,,155,0,
44686-29299-01267-00-1,,98,0,
44601-19299-01266-00-1,,145,0,
44701-29299-01266-00-1,,211,0,
44703-19299-01266-00-1,,105,0,
44052-29299-01266-00-1,,83,0,
44019-29299-01266-00-1,,73,0,
44026-19299-01265-00-1,,100,0,
44659-29299-05053-00-1,,0,0,
44659-29299-05054-00-1,,0,0,
44659-29299-05055-00-1,,0,0,
44659-29299-05056-00-1,,0,0,
44707-29299-01269-00-1,,447,0,
44638-29299-01269-00-1,,125,0,
44241-19299-01269-00-1,,126,0,
44660-29299-03805-00-1,,0,0,
44702-29299-01269-00-1,,0,0,
44660-29299-03806-00-1,,0,0,
44660-29299-03807-00-1,,0,0,
44719-19299-01269-00-1,,0,0,
44923-29299-01269-00-1,,231,0,
45006-19299-01268-00-1,,179,0,
45001-19299-01268-00-1,,131,0,
44623-29299-01269-00-1,,248,0,
44713-29299-01268-00-1,,155,0,
44686-29299-01268-00-1,,98,0,
44601-19299-01267-00-1,,145,0,
44701-29299-01267-00-1,,211,0,
44703-19299-01267-00-1,,105,0,
44052-29299-01267-00-1,,83,0,
44019-29299-01267-00-1,,73,0,
44026-19299-01266-00-1,,100,0,
44659-29299-05057-00-1,,0,0,
44659-29299-05058-00-1,,0,0,
44659-29299-05059-00-1,,0,0,
44659-29299-05060-00-1,,0,0,
44707-29299-01270-00-1,,447,0,
44638-29299-01270-00-1,,125,0,
44241-19299-01270-00-1,,126,0,
44660-29299-03808-00-1,,0,0,
44702-29299-01270-00-1,,0,0,
44660-29299-03809-00-1,,0,0,
44660-29299-03810-00-1,,0,0,
44719-19299-01270-00-1,,0,0,
44923-29299-01270-00-1,,231,0,
45006-19299-01269-00-1,,179,0,
45001-19299-01269-00-1,,131,0,
44623-29299-01270-00-1,,248,0,
44713-29299-01269-00-1,,155,0,
44686-29299-01269-00-1,,98,0,
44601-19299-01268-00-1,,145,0,
44701-29299-01268-00-1,,211,0,
44703-19299-01268-00-1,,105,0,
44052-29299-01268-00-1,,83,0,
44019-29299-01268-00-1,,73,0,
44026-19299-01267-00-1,,100,0,
44659-29299-05061-00-1,,0,0,
44659-29299-05062-00-1,,0,0,
44659-29299-05063-00-1,,0,0,
44659-29299-05064-00-1,,0,0,
44707-29299-01271-00-1,,447,0,
44638-29299-01271-00-1,,125,0,
44241-19299-01271-00-1,,126,0,
44660-29299-03811-00-1,,0,0,
44702-29299-01271-00-1,,0,0,
44660-29299-03812-00-1,,0,0,
44660-29299-03813-00-1,,0,0,
44719-19299-01271-00-1,,0,0,
44923-29299-01271-00-1,,231,0,
45006-19299-01270-00-1,,179,0,
45001-19299-01270-00-1,,131,0,
44623-29299-01271-00-1,,248,0,
44713-29299-01270-00-1,,155,0,
44686-29299-01270-00-1,,98,0,
44601-19299-01269-00-1,,145,0,
44701-29299-01269-00-1,,211,0,
44703-19299-01269-00-1,,105,0,
44052-29299-01269-00-1,,83,0,
44019-29299-01269-00-1,,73,0,
44026-19299-01268-00-1,,100,0,
44659-29299-05065-00-1,,0,0,
44659-29299-05066-00-1,,0,0,
44659-29299-05067-00-1,,0,0,
44659-29299-05068-00-1,,0,0,
44707-29299-01272-00-1,,447,0,
44638-29299-01272-00-1,,125,0,
44241-19299-01272-00-1,,126,0,
44660-29299-03814-00-1,,0,0,
44702-29299-01272-00-1,,0,0,
44660-29299-03815-00-1,,0,0,
44660-29299-03816-00-1,,0,0,
44719-19299-01272-00-1,,0,0,
44923-29299-01272-00-1,,231,0,
45006-19299-01271-00-1,,179,0,
45001-19299-01271-00-1,,131,0,
44623-29299-01272-00-1,,248,0,
44713-29299-01271-00-1,,155,0,
44686-29299-01271-00-1,,98,0,
44601-19299-01270-00-1,,145,0,
44701-29299-01270-00-1,,211,0,
44703-19299-01270-00-1,,105,0,
44052-29299-01270-00-1,,83,0,
44019-29299-01270-00-1,,73,0,
44026-19299-01269-00-1,,100,0,
44659-29299-05069-00-1,,0,0,
44659-29299-05070-00-1,,0,0,
44659-29299-05071-00-1,,0,0,
44659-29299-05072-00-1,,0,0,
44707-29299-01273-00-1,,447,0,
44638-29299-01273-00-1,,125,0,
44241-19299-01273-00-1,,126,0,
44660-29299-03817-00-1,,0,0,
44702-29299-01273-00-1,,0,0,
44660-29299-03818-00-1,,0,0,
44660-29299-03819-00-1,,0,0,
44719-19299-01273-00-1,,0,0,
44923-29299-01273-00-1,,231,0,
45006-19299-01272-00-1,,179,0,
45001-19299-01272-00-1,,131,0,
44623-29299-01273-00-1,,248,0,
44713-29299-01272-00-1,,155,0,
44686-29299-01272-00-1,,98,0,
44601-19299-01271-00-1,,145,0,
44701-29299-01271-00-1,,211,0,
44703-19299-01271-00-1,,105,0,
44052-29299-01271-00-1,,83,0,
44019-29299-01271-00-1,,73,0,
44026-19299-01270-00-1,,100,0,
44659-29299-05073-00-1,,0,0,
44659-29299-05074-00-1,,0,0,
44659-29299-05075-00-1,,0,0,
44659-29299-05076-00-1,,0,0,
44707-29299-01274-00-1,,447,0,
44638-29299-01274-00-1,,125,0,
44241-19299-01274-00-1,,126,0,
44660-29299-03820-00-1,,0,0,
44702-29299-01274-00-1,,0,0,
44660-29299-03821-00-1,,0,0,
44660-29299-03822-00-1,,0,0,
44719-19299-01274-00-1,,0,0,
44923-29299-01274-00-1,,231,0,
45006-19299-01273-00-1,,179,0,
45001-19299-01273-00-1,,131,0,
44623-29299-01274-00-1,,248,0,
44713-29299-01273-00-1,,155,0,
44686-29299-01273-00-1,,98,0,
44601-19299-01272-00-1,,145,0,
44701-29299-01272-00-1,,211,0,
44703-19299-01272-00-1,,105,0,
44052-29299-01272-00-1,,83,0,
44019-29299-01272-00-1,,73,0,
44026-19299-01271-00-1,,100,0,
44659-29299-05077-00-1,,0,0,
44659-29299-05078-00-1,,0,0,
44659-29299-05079-00-1,,0,0,
44659-29299-05080-00-1,,0,0,
44707-29299-01275-00-1,,447,0,
44638-29299-01275-00-1,,125,0,
44241-19299-01275-00-1,,126,0,
44660-29299-03823-00-1,,0,0,
44702-29299-01275-00-1,,0,0,
44660-29299-03824-00-1,,0,0,
44660-29299-03825-00-1,,0,0,
44719-19299-01275-00-1,,0,0,
44923-29299-01275-00-1,,231,0,
45006-19299-01274-00-1,,179,0,
45001-19299-01274-00-1,,131,0,
44623-29299-01275-00-1,,248,0,
44713-29299-01274-00-1,,155,0,
44686-29299-01274-00-1,,98,0,
44601-19299-01273-00-1,,145,0,
44701-29299-01273-00-1,,211,0,
44703-19299-01273-00-1,,105,0,
44052-29299-01273-00-1,,83,0,
44019-29299-01273-00-1,,73,0,
44026-19299-01272-00-1,,100,0,
44659-29299-05081-00-1,,0,0,
44659-29299-05082-00-1,,0,0,
44707-29299-01276-00-1,,447,0,
44707-29299-01277-00-1,,447,0,
44638-29299-01276-00-1,,125,0,
44241-19299-01276-00-1,,126,0,
44660-29299-03826-00-1,,0,0,
44702-29299-01276-00-1,,0,0,
44660-29299-03827-00-1,,0,0,
44660-29299-03828-00-1,,0,0,
44719-19299-01276-00-1,,0,0,
44923-29299-01276-00-1,,231,0,
45006-19299-01275-00-1,,179,0,
45001-19299-01275-00-1,,131,0,
44623-29299-01276-00-1,,248,0,
44713-29299-01275-00-1,,155,0,
44686-29299-01275-00-1,,98,0,
44601-19299-01274-00-1,,145,0,
44701-29299-01274-00-1,,211,0,
44703-19299-01274-00-1,,105,0,
44052-29299-01274-00-1,,83,0,
44019-29299-01274-00-1,,73,0,
44026-19299-01273-00-1,,100,0,
44659-29299-05083-00-1,,0,0,
44659-29299-05084-00-1,,0,0,
44659-29299-05085-00-1,,0,0,
44659-29299-05086-00-1,,0,0,
44707-29299-01278-00-1,,447,0,
44638-29299-01277-00-1,,125,0,
44241-19299-01277-00-1,,126,0,
44660-29299-03829-00-1,,0,0,
44702-29299-01277-00-1,,0,0,
44660-29299-03830-00-1,,0,0,
44660-29299-03831-00-1,,0,0,
44719-19299-01277-00-1,,0,0,
44923-29299-01277-00-1,,231,0,
45006-19299-01276-00-1,,179,0,
45001-19299-01276-00-1,,131,0,
44623-29299-01277-00-1,,248,0,
44713-29299-01276-00-1,,155,0,
44686-29299-01276-00-1,,98,0,
44601-19299-01275-00-1,,145,0,
44701-29299-01275-00-1,,211,0,
44703-19299-01275-00-1,,105,0,
44052-29299-01275-00-1,,83,0,
44019-29299-01275-00-1,,73,0,
44026-19299-01274-00-1,,100,0,
44659-29299-05087-00-1,,0,0,
44659-29299-05088-00-1,,0,0,
44659-29299-05089-00-1,,0,0,
44659-29299-05090-00-1,,0,0,
44707-29299-01279-00-1,,447,0,
44638-29299-01278-00-1,,125,0,
44241-19299-01278-00-1,,126,0,
44660-29299-03832-00-1,,0,0,
44702-29299-01278-00-1,,0,0,
44660-29299-03833-00-1,,0,0,
44660-29299-03834-00-1,,0,0,
44719-19299-01278-00-1,,0,0,
44923-29299-01278-00-1,,231,0,
45006-19299-01277-00-1,,179,0,
45001-19299-01277-00-1,,131,0,
44623-29299-01278-00-1,,248,0,
44713-29299-01277-00-1,,155,0,
44686-29299-01277-00-1,,98,0,
44601-19299-01276-00-1,,145,0,
44701-29299-01276-00-1,,211,0,
44703-19299-01276-00-1,,105,0,
44052-29299-01276-00-1,,83,0,
44019-29299-01276-00-1,,73,0,
44026-19299-01275-00-1,,100,0,
44659-29299-05091-00-1,,0,0,
44659-29299-05092-00-1,,0,0,
44659-29299-05093-00-1,,0,0,
44659-29299-05094-00-1,,0,0,
44707-29299-01280-00-1,,447,0,
44638-29299-01279-00-1,,125,0,
44241-19299-01279-00-1,,126,0,
44660-29299-03835-00-1,,0,0,
44702-29299-01279-00-1,,0,0,
44660-29299-03836-00-1,,0,0,
44660-29299-03837-00-1,,0,0,
44719-19299-01279-00-1,,0,0,
44923-29299-01279-00-1,,231,0,
45006-19299-01278-00-1,,179,0,
45001-19299-01278-00-1,,131,0,
44623-29299-01279-00-1,,248,0,
44713-29299-01278-00-1,,155,0,
44686-29299-01278-00-1,,98,0,
44601-19299-01277-00-1,,145,0,
44701-29299-01277-00-1,,211,0,
44703-19299-01277-00-1,,105,0,
44052-29299-01277-00-1,,83,0,
44019-29299-01277-00-1,,73,0,
44026-19299-01276-00-1,,100,0,
44659-29299-05095-00-1,,0,0,
44659-29299-05096-00-1,,0,0,
44659-29299-05097-00-1,,0,0,
44659-29299-05098-00-1,,0,0,
44707-29299-01281-00-1,,447,0,
44638-29299-01280-00-1,,125,0,
44241-19299-01280-00-1,,126,0,
44660-29299-03838-00-1,,0,0,
44702-29299-01280-00-1,,0,0,
44660-29299-03839-00-1,,0,0,
44660-29299-03840-00-1,,0,0,
44719-19299-01280-00-1,,0,0,
44923-29299-01280-00-1,,231,0,
45006-19299-01279-00-1,,179,0,
45001-19299-01279-00-1,,131,0,
44623-29299-01280-00-1,,248,0,
44713-29299-01279-00-1,,155,0,
44686-29299-01279-00-1,,98,0,
44601-19299-01278-00-1,,145,0,
44701-29299-01278-00-1,,211,0,
44703-19299-01278-00-1,,105,0,
44052-29299-01278-00-1,,83,0,
44019-29299-01278-00-1,,73,0,
44026-19299-01277-00-1,,100,0,
44659-29299-05099-00-1,,0,0,
44659-29299-05100-00-1,,0,0,
44659-29299-05101-00-1,,0,0,
44659-29299-05102-00-1,,0,0,
44707-29299-01282-00-1,,447,0,
44638-29299-01281-00-1,,125,0,
44241-19299-01281-00-1,,126,0,
44660-29299-03841-00-1,,0,0,
44702-29299-01281-00-1,,0,0,
44660-29299-03842-00-1,,0,0,
44660-29299-03843-00-1,,0,0,
44719-19299-01281-00-1,,0,0,
44923-29299-01281-00-1,,231,0,
45006-19299-01280-00-1,,179,0,
45001-19299-01280-00-1,,131,0,
44623-29299-01281-00-1,,248,0,
44713-29299-01280-00-1,,155,0,
44686-29299-01280-00-1,,98,0,
44601-19299-01279-00-1,,145,0,
44701-29299-01279-00-1,,211,0,
44703-19299-01279-00-1,,105,0,
44052-29299-01279-00-1,,83,0,
44019-29299-01279-00-1,,73,0,
44026-19299-01278-00-1,,100,0,
44659-29299-05103-00-1,,0,0,
44659-29299-05104-00-1,,0,0,
44659-29299-05105-00-1,,0,0,
44659-29299-05106-00-1,,0,0,
44707-29299-01283-00-1,,447,0,
44638-29299-01282-00-1,,125,0,
44241-19299-01282-00-1,,126,0,
44660-29299-03844-00-1,,0,0,
44702-29299-01282-00-1,,0,0,
44660-29299-03845-00-1,,0,0,
44660-29299-03846-00-1,,0,0,
44719-19299-01282-00-1,,0,0,
44923-29299-01282-00-1,,231,0,
45006-19299-01281-00-1,,179,0,
45001-19299-01281-00-1,,131,0,
44623-29299-01282-00-1,,248,0,
44713-29299-01281-00-1,,155,0,
44686-29299-01281-00-1,,98,0,
44601-19299-01280-00-1,,145,0,
44701-29299-01280-00-1,,211,0,
44703-19299-01280-00-1,,105,0,
44052-29299-01280-00-1,,83,0,
44019-29299-01280-00-1,,73,0,
44026-19299-01279-00-1,,100,0,
44659-29299-05107-00-1,,0,0,
44659-29299-05108-00-1,,0,0,
44659-29299-05109-00-1,,0,0,
44659-29299-05110-00-1,,0,0,
44707-29299-01284-00-1,,447,0,
44638-29299-01283-00-1,,125,0,
44241-19299-01283-00-1,,126,0,
44660-29299-03847-00-1,,0,0,
44702-29299-01283-00-1,,0,0,
44660-29299-03848-00-1,,0,0,
44660-29299-03849-00-1,,0,0,
44719-19299-01283-00-1,,0,0,
44923-29299-01283-00-1,,231,0,
45006-19299-01282-00-1,,179,0,
45001-19299-01282-00-1,,131,0,
44623-29299-01283-00-1,,248,0,
44713-29299-01282-00-1,,155,0,
44686-29299-01282-00-1,,98,0,
44601-19299-01281-00-1,,145,0,
44701-29299-01281-00-1,,211,0,
44703-19299-01281-00-1,,105,0,
44052-29299-01281-00-1,,83,0,
44019-29299-01281-00-1,,73,0,
44026-19299-01280-00-1,,100,0,
44659-29299-05111-00-1,,0,0,
44659-29299-05112-00-1,,0,0,
44659-29299-05113-00-1,,0,0,
44659-29299-05114-00-1,,0,0,
44707-29299-01285-00-1,,447,0,
44638-29299-01284-00-1,,125,0,
44241-19299-01284-00-1,,126,0,
44660-29299-03850-00-1,,0,0,
44702-29299-01284-00-1,,0,0,
44660-29299-03851-00-1,,0,0,
44660-29299-03852-00-1,,0,0,
44719-19299-01284-00-1,,0,0,
44923-29299-01284-00-1,,231,0,
45006-19299-01283-00-1,,179,0,
45001-19299-01283-00-1,,131,0,
44623-29299-01284-00-1,,248,0,
44713-29299-01283-00-1,,155,0,
44686-29299-01283-00-1,,98,0,
44601-19299-01282-00-1,,145,0,
44701-29299-01282-00-1,,211,0,
44703-19299-01282-00-1,,105,0,
44052-29299-01282-00-1,,83,0,
44019-29299-01282-00-1,,73,0,
44026-19299-01281-00-1,,100,0,
44659-29299-05115-00-1,,0,0,
44659-29299-05116-00-1,,0,0,
44659-29299-05117-00-1,,0,0,
44659-29299-05118-00-1,,0,0,
44707-29299-01286-00-1,,447,0,
44638-29299-01285-00-1,,125,0,
44241-19299-01285-00-1,,126,0,
44660-29299-03853-00-1,,0,0,
44702-29299-01285-00-1,,0,0,
44660-29299-03854-00-1,,0,0,
44660-29299-03855-00-1,,0,0,
44719-19299-01285-00-1,,0,0,
44923-29299-01285-00-1,,231,0,
45006-19299-01284-00-1,,179,0,
45001-19299-01284-00-1,,131,0,
44623-29299-01285-00-1,,248,0,
44713-29299-01284-00-1,,155,0,
44686-29299-01284-00-1,,98,0,
44601-19299-01283-00-1,,145,0,
44701-29299-01283-00-1,,211,0,
44703-19299-01283-00-1,,105,0,
44052-29299-01283-00-1,,83,0,
44019-29299-01283-00-1,,73,0,
44026-19299-01282-00-1,,100,0,
44659-29299-05119-00-1,,0,0,
44659-29299-05120-00-1,,0,0,
44659-29299-05121-00-1,,0,0,
44659-29299-05122-00-1,,0,0,
44707-29299-01287-00-1,,447,0,
44638-29299-01286-00-1,,125,0,
44241-19299-01286-00-1,,126,0,
44660-29299-03856-00-1,,0,0,
44702-29299-01286-00-1,,0,0,
44660-29299-03857-00-1,,0,0,
44660-29299-03858-00-1,,0,0,
44719-19299-01286-00-1,,0,0,
44923-29299-01286-00-1,,231,0,
